"ID","Condition","Dimension","Response","RT"
"sub-ER05RG02","NeutralCouple","Arousal",9,11.1465271136258
"sub-ER05RG02","EroticWoman","Valence",9,10.770046493737
"sub-ER05RG02","EroticWoman","Arousal",1,1.73228781949729
"sub-ER05RI09","EroticWoman","Valence",7,12.3099109486175
"sub-ER05RI09","EroticWoman","Arousal",3,11.6959860310053
"sub-ER05RI09","PositiveManWoman","Valence",7,5.40079796252394
"sub-ER05RI09","PositiveManWoman","Arousal",7,4.57469309688895
"sub-ER05RI09","EroticMan","Valence",7,5.61565692680233
"sub-ER05RI09","EroticMan","Arousal",6,5.48875509313075
"sub-ER05RI09","Tree","Valence",5,5.10282982520584
"sub-ER05RI09","Tree","Arousal",9,2.87962487998084
"sub-ER05RI09","NeutralCouple","Valence",5,5.61268181043852
"sub-ER05RI09","NeutralCouple","Arousal",9,1.75606034796147
"sub-ER05RI09","EroticCouple","Valence",6,8.93697494762091
"sub-ER05RI09","EroticCouple","Arousal",4,4.44130080017567
"sub-ER05RI09","NeutralManWoman","Valence",5,3.4759445128293
"sub-ER05RI09","NeutralManWoman","Arousal",7,2.48748920903017
"sub-ER05RK06","NeutralCouple","Valence",8,22.4734253999777
"sub-ER05RK06","NeutralCouple","Arousal",7,14.3767451997846
"sub-ER05RK06","PositiveManWoman","Valence",9,8.64592920010909
"sub-ER05RK06","PositiveManWoman","Arousal",5,7.09094820008613
"sub-ER05RK06","NeutralManWoman","Valence",5,8.19410099997185
"sub-ER05RK06","NeutralManWoman","Arousal",7,5.53496180009097
"sub-ER05RK06","Tree","Valence",7,4.87772619980387
"sub-ER05RK06","Tree","Arousal",9,4.05485179997049
"sub-ER05RK06","EroticWoman","Valence",7,7.79964159987867
"sub-ER05RK06","EroticWoman","Arousal",2,4.30893010017462
"sub-ER05RK06","EroticMan","Valence",5,6.09831409994513
"sub-ER05RK06","EroticMan","Arousal",5,9.07793639996089
"sub-ER05RK06","EroticCouple","Valence",7,8.34521969989873
"sub-ER05RK06","EroticCouple","Arousal",2,9.49704140005633
"sub-ER05RT01","NeutralCouple","Valence",5,12.0861069007806
"sub-ER05RT01","NeutralCouple","Arousal",9,11.3568115175967
"sub-ER05RT01","NeutralManWoman","Valence",5,5.20896181998432
"sub-ER05RT01","NeutralManWoman","Arousal",9,1.68175005454941
"sub-ER05RT01","EroticWoman","Valence",4,7.46543950600972
"sub-ER05RT01","EroticWoman","Arousal",8,4.198294028487
"sub-ER05RT01","Tree","Valence",7,4.07122975103266
"sub-ER05RT01","Tree","Arousal",9,3.55829188151074
"sub-ER05RT01","PositiveManWoman","Valence",5,3.55310792409546
"sub-ER05RT01","PositiveManWoman","Arousal",9,2.20596130307422
"sub-ER05RT01","EroticMan","Valence",3,7.00858790761959
"sub-ER05RT01","EroticMan","Arousal",9,1.67182553712337
"sub-ER05RT01","EroticCouple","Valence",4,4.29557366872905
"sub-ER05RT01","EroticCouple","Arousal",5,4.55777118126753
"sub-ER05RT24","EroticCouple","Valence",8,19.8010346000083
"sub-ER05RT24","EroticCouple","Arousal",3,6.69633000000613
"sub-ER05RT24","Tree","Valence",8,5.01595619996078
"sub-ER05RT24","Tree","Arousal",9,3.75821659999201
"sub-ER05RT24","EroticWoman","Valence",9,6.59002239996335
"sub-ER05RT24","EroticWoman","Arousal",2,8.07657229999313
"sub-ER05RT24","EroticMan","Valence",5,8.47571629995946
"sub-ER05RT24","EroticMan","Arousal",8,8.06125969998538
"sub-ER05RT24","PositiveManWoman","Valence",5,4.76348359999247
"sub-ER05RT24","PositiveManWoman","Arousal",5,1.56548669998301
"sub-ER05RT24","NeutralCouple","Valence",6,11.6304763000226
"sub-ER05RT24","NeutralCouple","Arousal",6,4.17353509995155
"sub-ER05RT24","NeutralManWoman","Valence",5,6.55043679999653
"sub-ER05RT24","NeutralManWoman","Arousal",6,4.00878139998531
"sub-ER05TO22","NeutralCouple","Valence",7,18.1276875290278
"sub-ER05TO22","NeutralCouple","Arousal",9,7.44591453581961
"sub-ER05TO22","NeutralManWoman","Valence",8,16.1698939573907
"sub-ER05TO22","NeutralManWoman","Arousal",8,14.6350888083507
"sub-ER05TO22","EroticWoman","Valence",6,29.7438530759136
"sub-ER05TO22","EroticWoman","Arousal",4,13.230719976571
"sub-ER05TO22","EroticMan","Valence",7,7.65296687102091
"sub-ER05TO22","EroticMan","Arousal",3,3.65029509436135
"sub-ER05TO22","EroticCouple","Valence",6,11.9435233846816
"sub-ER05TO22","EroticCouple","Arousal",2,3.35786929968162
"sub-ER05TO22","Tree","Valence",9,4.17687546528032
"sub-ER05TO22","Tree","Arousal",9,3.12382353147041
"sub-ER05TO22","PositiveManWoman","Valence",8,6.09632164701907
"sub-ER05TO22","PositiveManWoman","Arousal",7,6.18897474253754
"sub-ER05US21","NeutralCouple","Valence",6,15.4073143149635
"sub-ER05US21","NeutralCouple","Arousal",9,5.38878878808282
"sub-ER05US21","Tree","Valence",7,4.400976533434
"sub-ER05US21","Tree","Arousal",9,5.37959497980773
"sub-ER05US21","EroticWoman","Valence",6,7.79587025909314
"sub-ER05US21","EroticWoman","Arousal",5,3.77762183575942
"sub-ER05US21","PositiveManWoman","Valence",8,4.78023026535266
"sub-ER05US21","PositiveManWoman","Arousal",4,10.1152551918422
"sub-ER05US21","EroticCouple","Valence",7,5.43455192612601
"sub-ER05US21","EroticCouple","Arousal",3,5.30895089365913
"sub-ER05US21","EroticMan","Valence",6,3.11461663493537
"sub-ER05US21","EroticMan","Arousal",5,4.34176457231115
"sub-ER05US21","NeutralManWoman","Valence",5,5.63740102528209
"sub-ER05US21","NeutralManWoman","Arousal",9,2.52825333678993
"sub-ER06AN07","EroticMan","Valence",8,68.0572800999507
"sub-ER06AN07","EroticMan","Arousal",6,4.56388310005423
"sub-ER06AN07","PositiveManWoman","Valence",7,9.22366260003764
"sub-ER06AN07","PositiveManWoman","Arousal",9,14.4219892000547
"sub-ER06AN07","EroticWoman","Valence",4,9.35575200000312
"sub-ER06AN07","EroticWoman","Arousal",5,6.04814329999499
"sub-ER06AN07","NeutralCouple","Valence",6,8.90601859998424
"sub-ER06AN07","NeutralCouple","Arousal",9,4.30756380001549
"sub-ER06AN07","NeutralManWoman","Valence",9,0.0608256999403238
"sub-ER06AN07","NeutralManWoman","Arousal",9,7.91986540006474
"sub-ER06AN07","Tree","Valence",5,6.22714069997892
"sub-ER06AN07","Tree","Arousal",9,2.30305899993982
"sub-ER06AN07","EroticCouple","Valence",7,6.08112840005197
"sub-ER06AN07","EroticCouple","Arousal",2,4.03863229998387
"sub-ER06AN08","NeutralCouple","Valence",7,16.0612423999992
"sub-ER06AN08","NeutralCouple","Arousal",9,8.40788490000705
"sub-ER06AN08","NeutralManWoman","Valence",9,3.25511640000332
"sub-ER06AN08","NeutralManWoman","Arousal",9,1.14754560000438
"sub-ER06AN08","EroticWoman","Valence",9,2.74540159999742
"sub-ER06AN08","EroticWoman","Arousal",3,4.34805050000432
"sub-ER06AN08","EroticCouple","Valence",9,3.01953350000258
"sub-ER06AN08","EroticCouple","Arousal",3,1.53716640001221
"sub-ER06AN08","Tree","Valence",9,1.22758720000274
"sub-ER06AN08","Tree","Arousal",9,0.817953799996758
"sub-ER06AN08","PositiveManWoman","Valence",9,2.44435140000132
"sub-ER06AN08","PositiveManWoman","Arousal",9,0.699724000005517
"sub-ER06AN08","EroticMan","Valence",3,3.05642560000706
"sub-ER06AN08","EroticMan","Arousal",9,2.69174049999856
"sub-ER06AN28","NeutralCouple","Valence",5,41.8043748997152
"sub-ER06AN28","NeutralCouple","Arousal",9,12.8970538005233
"sub-ER06AN28","NeutralManWoman","Valence",5,5.59451339952648
"sub-ER06AN28","NeutralManWoman","Arousal",8,10.1353126000613
"sub-ER06AN28","EroticMan","Valence",3,9.38541940040886
"sub-ER06AN28","EroticMan","Arousal",9,7.42924199998379
"sub-ER06AN28","EroticWoman","Valence",8,6.84536829963326
"sub-ER06AN28","EroticWoman","Arousal",1,16.6137162987143
"sub-ER06AN28","PositiveManWoman","Valence",5,21.4160055015236
"sub-ER06AN28","PositiveManWoman","Arousal",5,1.79668270051479
"sub-ER06AN28","EroticCouple","Valence",8,11.941436201334
"sub-ER06AN28","EroticCouple","Arousal",3,2.69533750042319
"sub-ER06AN28","Tree","Valence",8,4.70163050107658
"sub-ER06AN28","Tree","Arousal",9,4.25575959868729
"sub-ER06AS06","NeutralCouple","Valence",6,13.7434048999858
"sub-ER06AS06","NeutralCouple","Arousal",2,3.97804919999908
"sub-ER06AS06","EroticMan","Valence",6,8.53647580000688
"sub-ER06AS06","EroticMan","Arousal",4,6.32899680000264
"sub-ER06AS06","EroticCouple","Valence",9,6.53966819998459
"sub-ER06AS06","EroticCouple","Arousal",9,5.02429560001474
"sub-ER06AS06","EroticWoman","Valence",9,6.19543990000966
"sub-ER06AS06","EroticWoman","Arousal",7,1.57725890001166
"sub-ER06AS06","Tree","Valence",5,7.47326810000231
"sub-ER06AS06","Tree","Arousal",9,3.81352920000791
"sub-ER06AS06","NeutralManWoman","Valence",5,7.03202749998309
"sub-ER06AS06","NeutralManWoman","Arousal",9,9.55006770000909
"sub-ER06AS06","PositiveManWoman","Valence",8,5.03117559998645
"sub-ER06AS06","PositiveManWoman","Arousal",7,5.81344520000857
"sub-ER06AS24","Tree","Valence",4,7.30289559997618
"sub-ER06AS24","Tree","Arousal",9,5.90017200005241
"sub-ER06AS24","NeutralManWoman","Valence",5,4.31298689986579
"sub-ER06AS24","NeutralManWoman","Arousal",4,5.81713630002923
"sub-ER06AS24","EroticMan","Valence",7,9.02951049990952
"sub-ER06AS24","EroticMan","Arousal",4,6.95957080018707
"sub-ER06AS24","EroticWoman","Valence",7,4.84739020001143
"sub-ER06AS24","EroticWoman","Arousal",3,4.0917132999748
"sub-ER06AS24","PositiveManWoman","Valence",8,3.96872060000896
"sub-ER06AS24","PositiveManWoman","Arousal",5,5.26797060016543
"sub-ER06AS24","NeutralCouple","Valence",7,3.91778729995713
"sub-ER06AS24","NeutralCouple","Arousal",8,3.30173680000007
"sub-ER06AS24","EroticCouple","Valence",6,5.30907999980263
"sub-ER06AS24","EroticCouple","Arousal",2,5.55430289986543
"sub-ER06AT23","Tree","Valence",7,14.3628410958772
"sub-ER06AT23","Tree","Arousal",9,10.0012961022585
"sub-ER06AT23","EroticMan","Valence",2,8.26952703027018
"sub-ER06AT23","EroticMan","Arousal",8,7.80299278784514
"sub-ER06AT23","PositiveManWoman","Valence",6,10.1438875453332
"sub-ER06AT23","PositiveManWoman","Arousal",7,8.62521258228844
"sub-ER06AT23","NeutralManWoman","Valence",5,8.2220529399001
"sub-ER06AT23","NeutralManWoman","Arousal",7,8.38038300401058
"sub-ER06AT23","EroticCouple","Valence",5,17.0899905482183
"sub-ER06AT23","EroticCouple","Arousal",6,5.95470826112069
"sub-ER06AT23","NeutralCouple","Valence",6,7.76041011787311
"sub-ER06AT23","NeutralCouple","Arousal",7,4.14989695738586
"sub-ER06AT23","EroticWoman","Valence",5,9.80704496961516
"sub-ER06AT23","EroticWoman","Arousal",6,2.35812248911134
"sub-ER06AY28","NeutralCouple","Valence",5,10.6816221000045
"sub-ER06AY28","NeutralCouple","Arousal",9,8.49686909996672
"sub-ER06AY28","EroticMan","Valence",7,4.9889140999876
"sub-ER06AY28","EroticMan","Arousal",3,3.39256599999499
"sub-ER06AY28","PositiveManWoman","Valence",8,6.17055470001651
"sub-ER06AY28","PositiveManWoman","Arousal",5,2.58626880001975
"sub-ER06AY28","EroticWoman","Valence",6,4.20143529999768
"sub-ER06AY28","EroticWoman","Arousal",4,3.36991270002909
"sub-ER06AY28","NeutralManWoman","Valence",5,2.4678309999872
"sub-ER06AY28","NeutralManWoman","Arousal",5,1.49055370001588
"sub-ER06AY28","Tree","Valence",6,3.38264050002908
"sub-ER06AY28","Tree","Arousal",1,1.65762190002715
"sub-ER06AY28","EroticCouple","Valence",7,3.80580289999489
"sub-ER06AY28","EroticCouple","Arousal",2,6.0076274999883
"sub-ER06CA28","NeutralCouple","Valence",5,31.0894960480036
"sub-ER06CA28","NeutralCouple","Arousal",8,19.9345314297534
"sub-ER06CA28","EroticWoman","Valence",6,15.6614743637492
"sub-ER06CA28","EroticWoman","Arousal",9,16.4604070349669
"sub-ER06CA28","Tree","Valence",9,5.62957136354271
"sub-ER06CA28","Tree","Arousal",9,5.30836730808915
"sub-ER06CA28","EroticMan","Valence",5,8.39942230498673
"sub-ER06CA28","EroticMan","Arousal",8,14.5468484171324
"sub-ER06CA28","NeutralManWoman","Valence",6,8.84827477757062
"sub-ER06CA28","NeutralManWoman","Arousal",9,1.6294184150629
"sub-ER06CA28","EroticCouple","Valence",6,12.1745579143389
"sub-ER06CA28","EroticCouple","Arousal",5,6.12770635216111
"sub-ER06CA28","PositiveManWoman","Valence",9,6.69262751913993
"sub-ER06CA28","PositiveManWoman","Arousal",6,9.41887523277546
"sub-ER06CH10","EroticMan","Valence",6,14.4418387999995
"sub-ER06CH10","EroticMan","Arousal",9,8.2225656999999
"sub-ER06CH10","EroticWoman","Valence",5,6.22669160000078
"sub-ER06CH10","EroticWoman","Arousal",9,2.93446129999938
"sub-ER06CH10","EroticCouple","Valence",4,6.5085952999998
"sub-ER06CH10","EroticCouple","Arousal",9,2.80622829999993
"sub-ER06CH10","Tree","Valence",9,5.2556528999994
"sub-ER06CH10","Tree","Arousal",9,1.85355460000028
"sub-ER06CH10","NeutralCouple","Valence",6,6.90552299999945
"sub-ER06CH10","NeutralCouple","Arousal",9,1.57995029999984
"sub-ER06CH10","NeutralManWoman","Valence",7,5.27617350000037
"sub-ER06CH10","NeutralManWoman","Arousal",9,1.24174769999991
"sub-ER06CH10","PositiveManWoman","Valence",9,4.92477709999912
"sub-ER06CH10","PositiveManWoman","Arousal",9,1.38613869999972
"sub-ER06CH24","NeutralManWoman","Valence",6,17.6281075627066
"sub-ER06CH24","NeutralManWoman","Arousal",9,11.1359633452412
"sub-ER06CH24","Tree","Valence",9,3.46925648132674
"sub-ER06CH24","Tree","Arousal",9,1.37574976956057
"sub-ER06CH24","NeutralCouple","Valence",9,8.39272273712413
"sub-ER06CH24","NeutralCouple","Arousal",8,4.24464377005643
"sub-ER06CH24","EroticMan","Valence",3,6.82701402648854
"sub-ER06CH24","EroticMan","Arousal",4,7.3874818070035
"sub-ER06CH24","PositiveManWoman","Valence",8,8.84244560061416
"sub-ER06CH24","PositiveManWoman","Arousal",8,2.91915638376122
"sub-ER06CH24","EroticWoman","Valence",2,5.75279173099807
"sub-ER06CH24","EroticWoman","Arousal",4,3.90714275176288
"sub-ER06CH24","EroticCouple","Valence",3,7.03864612672623
"sub-ER06CH24","EroticCouple","Arousal",4,8.54874247825137
"sub-ER06CH24X","Tree","Valence",5,12.0907814214788
"sub-ER06CH24X","Tree","Arousal",5,8.15717121021407
"sub-ER06CH24X","EroticMan","Valence",4,12.5616097544025
"sub-ER06CH24X","EroticMan","Arousal",2,9.03828397479265
"sub-ER06CH24X","NeutralManWoman","Valence",4,12.128841929627
"sub-ER06CH24X","NeutralManWoman","Arousal",5,8.56693488181918
"sub-ER06CH24X","EroticWoman","Valence",7,6.44615066286678
"sub-ER06CH24X","EroticWoman","Arousal",4,4.97562657564777
"sub-ER06CH24X","NeutralCouple","Valence",5,5.73842119986693
"sub-ER06CH24X","NeutralCouple","Arousal",4,2.45366443917192
"sub-ER06CH24X","EroticCouple","Valence",7,13.720525990826
"sub-ER06CH24X","EroticCouple","Arousal",2,4.83515941448422
"sub-ER06CH24X","PositiveManWoman","Valence",8,4.78520948756704
"sub-ER06CH24X","PositiveManWoman","Arousal",7,5.56803268241129
"sub-ER06ED02","PositiveManWoman","Valence",5,27.568912299932
"sub-ER06ED02","PositiveManWoman","Arousal",5,22.4210298000835
"sub-ER06ED02","EroticCouple","Valence",5,15.7278348000254
"sub-ER06ED02","EroticCouple","Arousal",4,8.87303440005053
"sub-ER06ED02","NeutralCouple","Valence",4,17.8454760999884
"sub-ER06ED02","NeutralCouple","Arousal",6,4.36441120004747
"sub-ER06ED02","EroticMan","Valence",4,10.4325581999728
"sub-ER06ED02","EroticMan","Arousal",4,36.6706441999413
"sub-ER06ED02","NeutralManWoman","Valence",5,10.0889629999874
"sub-ER06ED02","NeutralManWoman","Arousal",6,2.70676760002971
"sub-ER06ED02","EroticWoman","Valence",7,8.56700070004445
"sub-ER06ED02","EroticWoman","Arousal",4,11.3260733999778
"sub-ER06ED02","Tree","Valence",6,4.87258079997264
"sub-ER06ED02","Tree","Arousal",6,3.17443040001672
"sub-ER06EF14","NeutralManWoman","Valence",7,19.7742397608454
"sub-ER06EF14","NeutralManWoman","Arousal",8,10.8496432099037
"sub-ER06EF14","EroticCouple","Valence",9,9.76742834006109
"sub-ER06EF14","EroticCouple","Arousal",5,5.2302385660023
"sub-ER06EF14","Tree","Valence",9,4.50094193052246
"sub-ER06EF14","Tree","Arousal",9,2.05899857237273
"sub-ER06EF14","PositiveManWoman","Valence",7,6.76305327843693
"sub-ER06EF14","PositiveManWoman","Arousal",6,4.92445682201105
"sub-ER06EF14","NeutralCouple","Valence",5,8.58128752480297
"sub-ER06EF14","NeutralCouple","Arousal",6,3.29251858044699
"sub-ER06EF14","EroticMan","Valence",6,13.1220918733761
"sub-ER06EF14","EroticMan","Arousal",7,4.88804591276858
"sub-ER06EF14","EroticWoman","Valence",8,4.8109983880131
"sub-ER06EF14","EroticWoman","Arousal",4,4.65205774917922
"sub-ER06EL06","EroticCouple","Valence",9,14.1062877525892
"sub-ER06EL06","EroticCouple","Arousal",4,16.3202147660122
"sub-ER06EL06","EroticWoman","Valence",9,5.2909206484419
"sub-ER06EL06","EroticWoman","Arousal",3,8.07870851745247
"sub-ER06EL06","NeutralCouple","Valence",3,9.69536798933041
"sub-ER06EL06","NeutralCouple","Arousal",8,4.34052459302438
"sub-ER06EL06","NeutralManWoman","Valence",5,4.7976127630609
"sub-ER06EL06","NeutralManWoman","Arousal",9,6.92477095879985
"sub-ER06EL06","EroticMan","Valence",2,8.13748020364255
"sub-ER06EL06","EroticMan","Arousal",8,6.30907235989253
"sub-ER06EL06","Tree","Valence",7,5.1425786674663
"sub-ER06EL06","Tree","Arousal",9,2.6588990756245
"sub-ER06EL06","PositiveManWoman","Valence",2,8.29885907559947
"sub-ER06EL06","PositiveManWoman","Arousal",9,1.84664614922804
"sub-ER06EL17","Tree","Valence",7,12.9236585998442
"sub-ER06EL17","Tree","Arousal",9,12.9671030000318
"sub-ER06EL17","EroticMan","Valence",4,13.2749111000448
"sub-ER06EL17","EroticMan","Arousal",4,9.66487960005179
"sub-ER06EL17","EroticWoman","Valence",5,10.5717317000963
"sub-ER06EL17","EroticWoman","Arousal",6,8.76281440001912
"sub-ER06EL17","PositiveManWoman","Valence",8,9.71129689994268
"sub-ER06EL17","PositiveManWoman","Arousal",8,5.32121460000053
"sub-ER06EL17","NeutralManWoman","Valence",3,9.91808059997857
"sub-ER06EL17","NeutralManWoman","Arousal",6,7.50743060000241
"sub-ER06EL17","EroticCouple","Valence",4,8.67118750000373
"sub-ER06EL17","EroticCouple","Arousal",4,3.92983779986389
"sub-ER06EL17","NeutralCouple","Valence",4,8.16270120022818
"sub-ER06EL17","NeutralCouple","Arousal",4,7.20499420003034
"sub-ER06EN03","PositiveManWoman","Valence",6,30.5679319999999
"sub-ER06EN03","PositiveManWoman","Arousal",6,21.2871660000001
"sub-ER06EN03","Tree","Valence",8,5.86912099999972
"sub-ER06EN03","Tree","Arousal",4,8.13470360000065
"sub-ER06EN03","NeutralManWoman","Valence",4,10.6291204000008
"sub-ER06EN03","NeutralManWoman","Arousal",4,3.56702299999961
"sub-ER06EN03","NeutralCouple","Valence",7,4.7804713000005
"sub-ER06EN03","NeutralCouple","Arousal",7,3.55964660000063
"sub-ER06EN03","EroticCouple","Valence",8,9.46265349999885
"sub-ER06EN03","EroticCouple","Arousal",7,4.28046770000037
"sub-ER06EN03","EroticWoman","Valence",5,11.8125749999999
"sub-ER06EN03","EroticWoman","Arousal",6,6.18368129999908
"sub-ER06EN03","EroticMan","Valence",7,16.7307418
"sub-ER06EN03","EroticMan","Arousal",7,10.488759599999
"sub-ER06EN27","PositiveManWoman","Valence",7,26.2158535000017
"sub-ER06EN27","PositiveManWoman","Arousal",3,3.64637589999984
"sub-ER06EN27","EroticWoman","Valence",6,4.97342369999933
"sub-ER06EN27","EroticWoman","Arousal",2,3.48367849999886
"sub-ER06EN27","Tree","Valence",9,4.37544890000026
"sub-ER06EN27","Tree","Arousal",1,1.42261669999971
"sub-ER06EN27","EroticCouple","Valence",8,3.40064429999984
"sub-ER06EN27","EroticCouple","Arousal",5,1.9889179999991
"sub-ER06EN27","EroticMan","Valence",8,3.66702600000099
"sub-ER06EN27","EroticMan","Arousal",6,1.79825559999881
"sub-ER06EN27","NeutralManWoman","Valence",8,3.39170620000004
"sub-ER06EN27","NeutralManWoman","Arousal",3,1.64705010000034
"sub-ER06EN27","NeutralCouple","Valence",8,3.71587
"sub-ER06EN27","NeutralCouple","Arousal",3,1.47468870000012
"sub-ER06EN29","PositiveManWoman","Valence",7,16.5371795999818
"sub-ER06EN29","PositiveManWoman","Arousal",8,13.4292518999428
"sub-ER06EN29","EroticWoman","Valence",4,13.2132774000056
"sub-ER06EN29","EroticWoman","Arousal",8,8.14132749987766
"sub-ER06EN29","EroticMan","Valence",5,13.3424535002559
"sub-ER06EN29","EroticMan","Arousal",7,8.47940680012107
"sub-ER06EN29","Tree","Valence",7,5.53036830015481
"sub-ER06EN29","Tree","Arousal",9,6.65924140019342
"sub-ER06EN29","EroticCouple","Valence",6,12.7060070997104
"sub-ER06EN29","EroticCouple","Arousal",7,12.145535199903
"sub-ER06EN29","NeutralManWoman","Valence",5,10.195765200071
"sub-ER06EN29","NeutralManWoman","Arousal",5,10.5960834003054
"sub-ER06EN29","NeutralCouple","Valence",6,9.75354500021785
"sub-ER06EN29","NeutralCouple","Arousal",9,6.14863080019131
"sub-ER06ER15","PositiveManWoman","Valence",9,18.6601464718115
"sub-ER06ER15","PositiveManWoman","Arousal",8,8.3097295735497
"sub-ER06ER15","Tree","Valence",9,5.1376353102969
"sub-ER06ER15","Tree","Arousal",9,3.92076477920637
"sub-ER06ER15","EroticWoman","Valence",7,8.92565027379896
"sub-ER06ER15","EroticWoman","Arousal",4,4.48382179194596
"sub-ER06ER15","NeutralManWoman","Valence",5,6.43623337324243
"sub-ER06ER15","NeutralManWoman","Arousal",8,3.13451198150869
"sub-ER06ER15","EroticCouple","Valence",9,4.06609581015073
"sub-ER06ER15","EroticCouple","Arousal",2,4.4990059947595
"sub-ER06ER15","EroticMan","Valence",9,4.23674165201373
"sub-ER06ER15","EroticMan","Arousal",2,6.06397113809362
"sub-ER06ER15","NeutralCouple","Valence",4,6.40935657697264
"sub-ER06ER15","NeutralCouple","Arousal",5,4.53016293223482
"sub-ER06ER16","EroticWoman","Valence",9,15.9737263999414
"sub-ER06ER16","EroticWoman","Arousal",3,9.17644509999081
"sub-ER06ER16","EroticMan","Valence",3,6.36118989996612
"sub-ER06ER16","EroticMan","Arousal",4,5.60551220015623
"sub-ER06ER16","NeutralManWoman","Valence",9,10.1083110999316
"sub-ER06ER16","NeutralManWoman","Arousal",9,3.01668550004251
"sub-ER06ER16","NeutralCouple","Valence",9,4.82426050002687
"sub-ER06ER16","NeutralCouple","Arousal",8,7.19497139984742
"sub-ER06ER16","Tree","Valence",8,7.3917645001784
"sub-ER06ER16","Tree","Arousal",9,2.56724430015311
"sub-ER06ER16","PositiveManWoman","Valence",8,7.00480460003018
"sub-ER06ER16","PositiveManWoman","Arousal",8,4.35964829986915
"sub-ER06ER16","EroticCouple","Valence",5,8.37506740004756
"sub-ER06ER16","EroticCouple","Arousal",4,4.91315010003746
"sub-ER06ER20","EroticWoman","Valence",9,17.4832016510336
"sub-ER06ER20","EroticWoman","Arousal",3,7.11711371113779
"sub-ER06ER20","NeutralCouple","Valence",6,8.07748586895468
"sub-ER06ER20","NeutralCouple","Arousal",9,5.34616609515615
"sub-ER06ER20","EroticMan","Valence",4,7.90367549543953
"sub-ER06ER20","EroticMan","Arousal",9,3.88532582679181
"sub-ER06ER20","PositiveManWoman","Valence",9,3.64739126030327
"sub-ER06ER20","PositiveManWoman","Arousal",9,2.5370919675006
"sub-ER06ER20","EroticCouple","Valence",7,6.9816840988733
"sub-ER06ER20","EroticCouple","Arousal",1,1.71973287903893
"sub-ER06ER20","Tree","Valence",9,2.99663317943669
"sub-ER06ER20","Tree","Arousal",9,1.30432184553501
"sub-ER06ER20","NeutralManWoman","Valence",5,5.01236652724947
"sub-ER06ER20","NeutralManWoman","Arousal",9,1.56155951658184
"sub-ER06ER24","Tree","Valence",9,10.6303665337455
"sub-ER06ER24","Tree","Arousal",9,6.71940693803663
"sub-ER06ER24","NeutralCouple","Valence",5,7.89071325351324
"sub-ER06ER24","NeutralCouple","Arousal",5,2.69341669439382
"sub-ER06ER24","NeutralManWoman","Valence",6,8.92096821983614
"sub-ER06ER24","NeutralManWoman","Arousal",9,4.4836557035942
"sub-ER06ER24","PositiveManWoman","Valence",8,7.58640665166968
"sub-ER06ER24","PositiveManWoman","Arousal",9,4.57923256841786
"sub-ER06ER24","EroticCouple","Valence",7,8.83185432009304
"sub-ER06ER24","EroticCouple","Arousal",3,2.1899966728397
"sub-ER06ER24","EroticWoman","Valence",5,5.08682593992307
"sub-ER06ER24","EroticWoman","Arousal",4,2.51111386995035
"sub-ER06ER24","EroticMan","Valence",8,7.48610786947575
"sub-ER06ER24","EroticMan","Arousal",3,3.73373126817751
"sub-ER06ET15","EroticCouple","Valence",9,20.0058017997071
"sub-ER06ET15","EroticCouple","Arousal",3,8.38573110010475
"sub-ER06ET15","NeutralManWoman","Valence",9,8.0485113998875
"sub-ER06ET15","NeutralManWoman","Arousal",9,4.34107160009444
"sub-ER06ET15","EroticMan","Valence",9,7.707594900392
"sub-ER06ET15","EroticMan","Arousal",6,4.64407409913838
"sub-ER06ET15","EroticWoman","Valence",9,7.05699220020324
"sub-ER06ET15","EroticWoman","Arousal",7,2.34570849966258
"sub-ER06ET15","PositiveManWoman","Valence",9,4.21291389968246
"sub-ER06ET15","PositiveManWoman","Arousal",9,1.9871237995103
"sub-ER06ET15","Tree","Valence",9,1.81026599928737
"sub-ER06ET15","Tree","Arousal",9,0.714578600600362
"sub-ER06ET15","NeutralCouple","Valence",9,4.44422169961035
"sub-ER06ET15","NeutralCouple","Arousal",9,1.38852590043098
"sub-ER06FL20","EroticWoman","Valence",6,23.08897289999
"sub-ER06FL20","EroticWoman","Arousal",5,6.84491469999193
"sub-ER06FL20","NeutralManWoman","Valence",5,6.63030959999014
"sub-ER06FL20","NeutralManWoman","Arousal",9,11.3503806000081
"sub-ER06FL20","PositiveManWoman","Valence",8,11.593003499991
"sub-ER06FL20","PositiveManWoman","Arousal",9,7.99903979999362
"sub-ER06FL20","NeutralCouple","Valence",4,15.2754863000009
"sub-ER06FL20","NeutralCouple","Arousal",7,4.03016599999683
"sub-ER06FL20","EroticMan","Valence",7,17.0522378000023
"sub-ER06FL20","EroticMan","Arousal",6,3.29241710000497
"sub-ER06FL20","EroticCouple","Valence",8,11.0265375000017
"sub-ER06FL20","EroticCouple","Arousal",5,2.86999809999543
"sub-ER06FL20","Tree","Valence",5,3.96967340000265
"sub-ER06FL20","Tree","Arousal",9,3.08697639999446
"sub-ER06IM15","Tree","Valence",5,13.1594875942828
"sub-ER06IM15","Tree","Arousal",9,6.83548931076803
"sub-ER06IM15","EroticWoman","Valence",6,21.1640655317933
"sub-ER06IM15","EroticWoman","Arousal",5,14.2431095209176
"sub-ER06IM15","EroticMan","Valence",9,10.0412713542482
"sub-ER06IM15","EroticMan","Arousal",4,9.3150560070917
