"ID","Rated_Person","extraversion1","agreeableness1","conscientiousness1","neuroticism1","openness1","extraversion2","agreeableness2","conscientiousness2","neuroticism2","openness2","attractiveness","sympathy","competence","assertiveness","trustworthyness","familarity","BFI_Extraversion","BFI_Neuroticism","BFI_Conscientiousness","BFI_Agreeableness","BFI_Openness","ExperimenterID","Experimenter_Sex"
"sub-DT07ES22","Participant",3,4,1,4,2,4,1,5,2,4,4,5,5,4,4,2,7,6,6,5,6,"WBBL","Female"
"sub-DT07ES22","Experimenter",1,4,1,5,2,5,1,5,1,5,4,5,5,5,5,3,6,6,6,5,7,"WBBL","Female"
"sub-DT09EN16","Experimenter",4,3,3,4,4,2,1,4,2,2,3,3,4,4,4,1,6,6,7,4,6,"OSDM","Male"
"sub-DT09EN16","Participant",2,3,3,4,2,4,3,2,2,3,3,3,3,4,2,1,6,6,5,6,5,"OSDM","Male"
"sub-DT10LF16","Experimenter",1,4,1,4,3,4,1,4,2,4,5,5,4,4,5,2,5,6,5,5,7,"WBBL","Female"
"sub-DT10LF16","Participant",3,4,2,4,2,4,2,4,2,4,4,4,4,4,4,2,7,6,6,6,6,"WBBL","Female"
"sub-DTINTZ10","Participant",2,4,2,4,1,4,2,3,2,4,3,4,4,2,3,1,6,6,5,6,5,"DDEX","Female"
"sub-DTINTZ10","Experimenter",1,4,1,5,3,4,2,5,2,3,3,5,5,5,5,1,5,7,6,6,6,"DDEX","Female"
"sub-EA06AN13","Participant",3,3,2,3,2,3,3,5,2,3,3,3,4,4,4,1,6,5,7,6,5,"OLRX","Male"
"sub-EA06AN13","Experimenter",3,3,2,4,4,4,3,3,4,3,3,3,3,3,3,1,7,8,5,6,7,"OLRX","Male"
"sub-EA06ER02","Experimenter",2,4,1,5,3,4,1,5,1,3,4,4,4,4,5,1,6,6,6,5,6,"WBBL","Female"
"sub-EA06ER02","Participant",4,4,2,4,4,4,2,4,4,2,3,4,4,3,4,1,8,8,6,6,6,"WBBL","Female"
"sub-EA08AS23","Experimenter",3,3,2,4,3,4,2,4,2,3,4,4,4,4,4,2,7,6,6,5,6,"BNJG","Female"
"sub-EA08AS23","Participant",3,2,2,4,4,2,4,4,1,3,3,4,5,5,5,1,5,5,6,6,7,"BNJG","Female"
"sub-EB08IN08","Participant",1,4,2,5,2,5,2,4,1,3,4,4,4,4,4,3,6,6,6,6,5,"WBDX","Male"
"sub-EB08IN08","Experimenter",3,3,1,4,3,4,2,4,2,3,4,4,4,3,4,3,7,6,5,5,6,"WBDX","Male"
"sub-EE05RD18","Participant",2,3,3,4,2,4,2,4,4,3,2,4,4,4,3,1,6,8,7,5,5,"MBLL","Male"
"sub-EE05RD18","Experimenter",4,4,2,4,4,2,2,4,2,4,3,5,4,4,5,1,6,6,6,6,8,"MBLL","Male"
"sub-EE09NG15","Participant",3,4,2,2,3,4,1,5,2,3,4,4,4,3,4,1,7,4,7,5,6,"GILX","Male"
"sub-EE09NG15","Experimenter",4,5,2,2,1,4,2,3,4,5,4,5,4,3,5,1,8,6,5,7,6,"GILX","Male"
"sub-EH05EJ27","Experimenter",2,5,3,5,3,5,1,5,1,3,5,5,5,5,5,4,7,6,8,6,6,"KOTK","Male"
"sub-EH05EJ27","Participant",1,3,1,4,4,4,1,5,2,3,4,5,5,5,5,4,5,6,6,4,7,"KOTK","Male"
"sub-EI04AN16","Experimenter",1,4,1,5,3,4,1,5,1,3,3,4,4,4,5,1,5,6,6,5,6,"HWHG","Male"
"sub-EI04AN16","Participant",2,5,1,4,4,3,1,5,4,3,4,5,5,2,5,1,5,8,6,6,7,"HWHG","Male"
"sub-EK05AN14","Participant",4,2,2,3,3,4,2,5,4,2,2,5,4,1,4,3,8,7,7,4,5,"HWCP","Female"
"sub-EK05AN14","Experimenter",1,4,1,5,2,5,2,5,1,4,5,5,5,5,5,3,6,6,6,6,6,"HWCP","Female"
"sub-EK06ER26","Participant",2,4,1,5,3,4,1,4,1,3,4,5,5,3,4,1,6,6,5,5,6,"KOEX","Female"
"sub-EK06ER26","Experimenter",3,4,2,4,3,4,1,5,2,3,4,5,4,4,5,1,7,6,7,5,6,"KOEX","Female"
"sub-EK07CH24","Experimenter",2,4,2,3,2,4,3,4,2,4,4,5,5,4,4,2,6,5,6,7,6,"KOMB","Female"
"sub-EK07CH24","Participant",4,3,3,4,2,4,2,5,3,3,3,4,4,2,4,2,8,7,8,5,5,"KOMB","Female"
"sub-EK08RT09","Experimenter",4,5,1,4,2,4,2,4,2,3,4,4,4,4,4,1,8,6,5,7,5,"OLMK","Female"
"sub-EK08RT09","Participant",2,5,4,4,4,4,2,4,2,2,2,4,3,4,5,1,6,6,8,7,6,"OLMK","Female"
"sub-EL03ER14","Participant",2,2,2,4,3,4,3,3,2,3,4,4,4,4,4,1,6,6,5,5,6,"HRLO","Female"
"sub-EL03ER14","Experimenter",2,4,1,5,2,5,2,5,3,4,4,4,4,4,4,1,7,8,6,6,6,"HRLO","Female"
"sub-EL03ER22","Participant",4,4,1,2,2,3,1,4,4,4,4,4,4,2,4,3,7,6,5,5,6,"WBBL","Female"
"sub-EL03ER22","Experimenter",3,4,2,2,2,3,1,5,4,3,4,4,4,2,2,2,6,6,7,5,5,"WBBL","Female"
"sub-EL04AM03","Experimenter",1,3,1,4,2,5,2,4,2,3,3,5,5,4,5,1,6,6,5,5,5,"OSJZ","Female"
"sub-EL04AM03","Participant",4,4,1,4,3,4,1,4,2,3,4,5,4,3,5,1,8,6,5,5,6,"OSJZ","Female"
"sub-EL04ND25","Experimenter",3,4,1,4,3,4,2,5,2,3,4,4,5,4,5,1,7,6,6,6,6,"GISX","Female"
"sub-EL04ND25","Participant",3,4,2,5,2,4,2,5,1,3,4,5,5,4,4,1,7,6,7,6,5,"GISX","Female"
"sub-EL04NS07","Participant",2,2,4,5,1,4,3,2,2,4,2,4,3,5,5,1,6,7,6,5,5,"HWHG","Male"
"sub-EL04NS07","Experimenter",1,4,3,4,2,4,3,4,4,3,4,4,3,3,4,1,5,8,7,7,5,"HWHG","Male"
"sub-EL04RS28","Participant",1,4,1,4,2,4,1,5,1,4,3,4,5,3,4,1,5,5,6,5,6,"KOMB","Female"
"sub-EL04RS28","Experimenter",2,5,1,4,3,4,2,5,4,3,4,5,5,5,5,1,6,8,6,7,6,"KOMB","Female"
"sub-EL05EL12","Participant",4,2,2,4,3,1,2,4,2,3,2,3,3,2,3,1,5,6,6,4,6,"MBLL","Male"
"sub-EL05EL12","Experimenter",2,3,1,4,3,4,1,5,2,4,3,5,5,4,5,1,6,6,6,4,7,"MBLL","Male"
"sub-EL05JO26","Experimenter",3,3,2,4,3,4,2,4,1,3,4,4,5,3,4,2,7,5,6,5,6,"OSDM","Male"
"sub-EL05JO26","Participant",4,3,2,4,1,3,1,4,2,5,1,4,4,4,4,1,7,6,6,4,6,"OSDM","Male"
"sub-EL05KE15","Experimenter",4,2,1,4,2,3,2,5,2,4,3,4,5,4,5,1,7,6,6,4,6,"DDEL","Male"
"sub-EL05KE15","Participant",2,2,2,4,4,3,4,4,2,3,2,5,4,3,4,1,5,6,6,6,7,"DDEL","Male"
"sub-EL05NK07","Experimenter",2,4,1,4,2,4,2,5,3,3,4,4,2,4,3,1,6,7,6,6,5,"GICH","Female"
"sub-EL05NK07","Participant",4,4,1,2,2,3,4,5,2,4,4,4,5,2,5,1,7,4,6,8,6,"GICH","Female"
"sub-EL06EL11","Experimenter",2,5,1,3,2,5,2,5,4,3,5,5,5,4,5,1,7,7,6,7,5,"WBBL","Female"
"sub-EL06EL11","Participant",4,4,2,4,3,3,2,4,2,4,4,4,4,3,4,3,7,6,6,6,7,"WBBL","Female"
"sub-EL06ER17","Experimenter",1,4,3,4,3,5,2,4,1,4,4,5,4,5,5,1,6,5,7,6,7,"BNMR","Male"
"sub-EL06ER17","Participant",2,3,4,4,2,4,2,2,2,5,5,5,5,4,4,1,6,6,6,5,7,"BNMR","Male"
"sub-EL06KO12","Experimenter",1,5,2,5,3,5,2,5,1,3,4,5,4,3,5,1,6,6,7,7,6,"DDEL","Male"
"sub-EL06KO12","Participant",2,3,2,5,4,3,4,4,1,3,3,5,4,4,4,1,5,6,6,7,7,"DDEL","Male"
"sub-EL06LD17","Experimenter",3,5,2,4,3,4,3,5,4,4,4,5,4,4,5,1,7,8,7,8,7,"KOYX","Male"
"sub-EL06LD17","Participant",2,4,1,5,1,4,1,5,1,4,4,5,5,5,5,1,6,6,6,5,5,"KOYX","Male"
"sub-EL06NG11","Experimenter",2,4,2,5,3,5,1,5,3,4,4,5,4,4,5,1,7,8,7,5,7,"KOYX","Male"
"sub-EL06NG11","Participant",4,4,3,2,4,1,2,5,4,2,2,3,4,1,5,1,5,6,8,6,6,"KOYX","Male"
"sub-EL06ST21","Experimenter",3,3,1,4,3,4,1,5,2,3,3,4,4,3,5,1,7,6,6,4,6,"DDEL","Male"
"sub-EL06ST21","Participant",5,4,4,5,5,3,2,4,1,2,2,5,4,2,4,1,8,6,8,6,7,"DDEL","Male"
"sub-EL06ZI07","Experimenter",3,4,1,3,3,3,2,5,4,3,3,5,5,3,4,1,6,7,6,6,6,"OSDM","Male"
"sub-EL06ZI07","Participant",1,4,1,5,2,5,1,5,2,4,4,5,4,4,4,1,6,7,6,5,6,"OSDM","Male"
"sub-EL07AS06","Experimenter",2,4,1,5,2,3,1,5,2,3,4,5,5,3,4,1,5,7,6,5,5,"DDEL","Male"
"sub-EL07AS06","Participant",5,4,4,5,4,1,4,3,2,2,2,3,4,2,3,1,6,7,7,8,6,"DDEL","Male"
"sub-EL07EL14","Experimenter",1,4,1,5,2,4,2,5,1,4,5,5,5,4,5,4,5,6,6,6,6,"BNLT","Female"
"sub-EL07EL14","Participant",1,3,2,4,2,5,2,4,1,3,4,5,4,3,4,3,6,5,6,5,5,"BNLT","Female"
"sub-EL07EL18","Participant",2,4,2,5,2,4,2,4,2,4,5,5,5,4,5,4,6,7,6,6,6,"GILX","Male"
"sub-EL07EL18","Experimenter",1,4,2,5,2,5,3,4,1,4,5,5,5,4,5,4,6,6,6,7,6,"GILX","Male"
"sub-EL07ER11","Participant",5,2,4,5,5,1,3,2,2,1,2,2,2,2,1,1,6,7,6,5,6,"DDEL","Male"
"sub-EL07ER11","Experimenter",2,3,1,4,3,4,2,5,2,3,3,5,5,4,5,1,6,6,6,5,6,"DDEL","Male"
"sub-EL07ER12","Experimenter",1,4,1,4,3,4,3,4,2,4,4,5,5,4,4,3,5,6,5,7,7,"BNJG","Female"
"sub-EL07ER12","Participant",2,5,1,4,2,5,1,4,2,3,4,5,4,4,5,3,7,6,5,6,5,"BNJG","Female"
"sub-EL07OS14","Experimenter",1,4,3,4,3,5,2,4,1,4,3,5,5,4,4,1,6,5,7,6,7,"BNMR","Male"
"sub-EL07OS14","Participant",3,4,2,4,3,3,2,4,2,5,5,5,4,4,5,1,6,6,6,6,8,"BNMR","Male"
"sub-EL09PH03","Experimenter",2,4,1,4,3,2,2,5,3,3,4,5,5,3,5,1,4,7,6,6,6,"DDAX","Female"
"sub-EL09PH03","Participant",4,2,3,2,4,2,4,4,4,3,2,3,3,3,3,1,6,6,7,6,7,"DDAX","Female"
"sub-EM05AR01","Participant",4,4,1,5,4,3,1,5,4,2,2,5,5,2,5,1,7,9,6,5,6,"HWHG","Male"
"sub-EM05AR01","Experimenter",4,5,2,4,2,5,1,4,2,5,4,5,4,5,5,1,9,6,6,6,7,"HWHG","Male"
"sub-EN03EL10","Experimenter",2,4,2,4,3,4,2,3,2,3,3,4,4,4,4,1,6,6,5,6,6,"BNMR","Male"
"sub-EN03EL10","Participant",4,3,2,4,4,2,2,4,2,2,3,4,5,4,4,1,6,6,6,5,6,"BNMR","Male"
"sub-EN03RL27","Experimenter",2,4,1,5,2,4,2,5,1,3,4,4,5,5,5,1,6,6,6,6,5,"HWCS","Female"
"sub-EN03RL27","Participant",5,4,3,3,4,1,3,4,4,3,4,3,3,1,3,1,6,7,7,7,7,"HWCS","Female"
"sub-EN04AN25","Experimenter",1,4,2,4,3,5,1,5,1,3,4,5,5,5,5,1,6,5,7,5,6,"GICH","Female"
"sub-EN04AN25","Participant",5,1,1,1,4,2,2,5,4,2,4,5,5,1,5,1,7,5,6,3,6,"GICH","Female"
"sub-EN04AT01","Participant",1,2,5,3,3,5,4,1,4,1,4,1,1,1,1,1,6,7,6,6,4,"KOTK","Male"
"sub-EN04AT01","Experimenter",2,4,1,5,3,5,1,5,1,5,4,5,5,4,5,1,7,6,6,5,8,"KOTK","Male"
"sub-EN04ER01","Experimenter",3,4,2,4,4,3,2,4,2,2,3,4,4,4,4,1,6,6,6,6,6,"DDEX","Female"
"sub-EN04ER01","Participant",2,3,1,3,1,5,2,4,2,4,4,4,4,4,3,1,7,5,5,5,5,"DDEX","Female"
"sub-EN04ER14","Experimenter",3,4,1,4,3,3,1,5,1,3,4,4,5,4,5,1,6,5,6,5,6,"BNLT","Female"
"sub-EN04ER14","Participant",1,3,4,4,4,4,1,2,1,3,2,4,3,3,4,1,5,5,6,4,7,"BNLT","Female"
"sub-EN04ND23","Experimenter",4,3,3,4,3,2,2,4,2,3,3,4,4,3,4,1,6,6,7,5,6,"MBLL","Male"
"sub-EN04ND23","Participant",4,2,3,4,2,2,1,4,4,3,2,4,3,2,4,1,6,8,7,3,5,"MBLL","Male"
"sub-EN05AN02","Participant",1,4,1,5,3,5,2,4,1,3,3,4,4,4,4,1,6,6,5,6,6,"MBSB","Female"
"sub-EN05AN02","Experimenter",4,4,1,4,2,3,2,5,3,4,4,4,4,4,4,1,7,7,6,6,6,"MBSB","Female"
"sub-EN05AN14","Participant",2,4,2,3,3,5,2,4,3,3,2,4,4,3,4,1,7,6,6,6,6,"OSNB","Male"
"sub-EN05AN14","Experimenter",2,3,2,4,3,4,2,5,2,3,4,4,5,4,4,1,6,6,7,5,6,"OSNB","Male"
"sub-EN05AS10","Experimenter",1,4,1,5,3,5,1,5,1,3,4,5,5,4,4,1,6,6,6,5,6,"OSSM","Female"
"sub-EN05AS10","Participant",1,4,3,5,3,4,2,4,1,3,4,4,4,3,4,1,5,6,7,6,6,"OSSM","Female"
"sub-EN05ED14","Experimenter",2,4,1,4,3,4,2,4,3,3,3,4,4,3,4,1,6,7,5,6,6,"HWCP","Female"
"sub-EN05ED14","Participant",3,3,2,2,4,1,5,3,1,1,2,2,2,3,3,1,4,3,5,8,5,"HWCP","Female"
"sub-EN05EL30","Experimenter",2,4,3,4,2,5,2,3,2,4,4,4,4,4,4,1,7,6,6,6,6,"WBBL","Female"
"sub-EN05EL30","Participant",4,4,2,2,1,4,2,4,3,4,4,4,4,3,4,1,8,5,6,6,5,"WBBL","Female"
"sub-EN05ER08","Participant",4,5,2,4,3,4,1,4,1,3,2,5,4,4,5,1,8,5,6,6,6,"OSJZ","Female"
"sub-EN05ER08","Experimenter",2,4,1,4,3,4,1,4,2,4,4,5,5,4,5,1,6,6,5,5,7,"OSJZ","Female"
"sub-EN05IN18","Experimenter",4,4,2,5,3,1,1,4,3,3,2,4,4,3,4,1,5,8,6,5,6,"GILX","Male"
"sub-EN05IN18","Participant",4,3,4,2,3,2,2,2,4,3,3,4,3,2,3,1,6,6,6,5,6,"GILX","Male"
"sub-EN05KE12","Experimenter",3,4,3,4,3,3,2,4,2,3,4,5,4,3,4,1,6,6,7,6,6,"HWHG","Male"
"sub-EN05KE12","Participant",2,4,4,5,4,4,1,5,2,2,4,5,5,3,4,1,6,7,9,5,6,"HWHG","Male"
"sub-EN05KT02","Experimenter",2,3,2,4,3,4,2,4,4,3,2,4,5,2,4,1,6,8,6,5,6,"MBLL","Male"
"sub-EN05KT02","Participant",2,4,2,5,2,4,2,5,1,4,4,5,4,4,4,1,6,6,7,6,6,"MBLL","Male"
"sub-EN05LI05","Participant",2,5,3,4,4,5,1,4,1,3,4,5,5,4,5,1,7,5,7,6,7,"BNMR","Male"
"sub-EN05LI05","Experimenter",1,3,1,5,3,5,1,5,1,3,5,5,5,5,5,1,6,6,6,4,6,"BNMR","Male"
"sub-EN05NN13","Experimenter",2,4,2,4,3,4,1,5,1,3,4,5,5,4,5,1,6,5,7,5,6,"OLMK","Female"
"sub-EN05NN13","Participant",4,5,4,2,1,2,1,4,4,4,2,4,3,2,5,1,6,6,8,6,5,"OLMK","Female"
"sub-EN05RG10","Experimenter",4,3,1,3,1,4,1,5,2,4,4,5,5,4,5,1,8,5,6,4,5,"HWCS","Female"
"sub-EN05RG10","Participant",4,3,4,2,2,2,3,2,2,3,3,4,3,2,3,1,6,4,6,6,5,"HWCS","Female"
"sub-EN05RT14","Experimenter",3,4,3,4,3,4,2,4,3,3,2,3,4,4,4,1,7,7,7,6,6,"MBSB","Female"
"sub-EN05RT14","Participant",2,3,2,4,3,4,2,5,3,4,3,4,4,3,4,1,6,7,7,5,7,"MBSB","Female"
"sub-EN05RT17","Participant",3,4,1,5,3,2,1,4,4,4,3,4,4,2,5,1,5,9,5,5,7,"KOJK","Male"
"sub-EN05RT17","Experimenter",3,3,1,5,2,3,1,5,1,3,3,5,5,4,5,1,6,6,6,4,5,"KOJK","Male"
"sub-EN05US05","Participant",4,5,2,3,5,2,1,5,4,5,2,4,4,2,5,1,6,7,7,6,10,"HWHG","Male"
"sub-EN05US05","Experimenter",2,5,1,5,3,4,1,4,1,3,4,5,4,3,5,1,6,6,5,6,6,"HWHG","Male"
"sub-EN06AF24","Experimenter",2,4,1,4,3,4,1,4,1,3,4,4,4,3,5,1,6,5,5,5,6,"OSJZ","Female"
"sub-EN06AF24","Participant",1,2,4,4,3,4,5,2,1,3,2,2,2,4,2,1,5,5,6,7,6,"OSJZ","Female"
"sub-EN06AN21","Experimenter",3,4,2,5,3,4,2,5,2,4,4,5,5,4,4,1,7,7,7,6,7,"OLPG","Male"
"sub-EN06AN21","Participant",3,2,3,4,4,3,2,4,2,3,3,4,4,4,4,1,6,6,7,4,7,"OLPG","Male"
"sub-EN06AS08","Experimenter",1,5,1,5,3,4,1,5,1,3,5,5,5,5,5,1,5,6,6,6,6,"BNCF","Female"
"sub-EN06AS08","Participant",2,4,3,4,2,4,2,4,3,4,4,4,4,3,5,1,6,7,7,6,6,"BNCF","Female"
"sub-EN06DO11","Experimenter",3,4,2,3,2,4,2,3,4,4,3,4,4,3,4,1,7,7,5,6,6,"MBSB","Female"
"sub-EN06DO11","Participant",4,4,2,3,3,3,2,4,3,3,3,4,5,3,4,1,7,6,6,6,6,"MBSB","Female"
"sub-EN06EF20","Experimenter",1,5,1,5,3,5,1,5,1,5,5,5,5,3,5,1,6,6,6,6,8,"OLMK","Female"
"sub-EN06EF20","Participant",4,4,3,4,2,2,1,4,3,3,3,4,3,2,5,1,6,7,7,5,5,"OLMK","Female"
"sub-EN06RS06","Experimenter",1,4,1,5,5,5,2,5,2,3,4,5,5,5,5,1,6,7,6,6,8,"MBSB","Female"
"sub-EN06RS06","Participant",1,5,2,4,2,4,2,5,1,4,4,5,5,4,4,1,5,5,7,7,6,"MBSB","Female"
"sub-EN06RT15","Experimenter",2,4,1,4,3,4,1,5,2,3,4,5,5,4,5,1,6,6,6,5,6,"HWCP","Female"
"sub-EN06RT15","Participant",1,5,1,3,2,5,2,4,1,5,3,4,4,3,5,1,6,4,5,7,7,"HWCP","Female"
"sub-EN07AN07","Experimenter",3,4,1,4,3,3,2,5,2,4,4,5,5,5,5,1,6,6,6,6,7,"KOTK","Male"
"sub-EN07AN07","Participant",4,4,2,4,1,3,2,4,2,4,4,4,5,4,5,1,7,6,6,6,5,"KOTK","Male"
"sub-EN07AS26","Experimenter",4,4,2,4,3,3,2,4,4,3,4,4,4,4,4,1,7,8,6,6,6,"KORB","Female"
"sub-EN07AS26","Participant",4,3,2,3,3,2,2,3,3,2,4,4,4,3,4,1,6,6,5,5,5,"KORB","Female"
"sub-EN07LI11","Experimenter",4,3,2,4,3,4,2,4,4,3,2,4,4,3,5,1,8,8,6,5,6,"MBLL","Male"
"sub-EN07LI11","Participant",3,3,1,5,3,3,2,5,2,3,3,5,4,4,3,1,6,7,6,5,6,"MBLL","Male"
"sub-EN08CH27","Experimenter",4,4,2,4,3,2,2,5,2,3,4,4,4,2,4,1,6,6,7,6,6,"OSDM","Male"
"sub-EN08CH27","Participant",3,2,1,4,3,3,2,4,2,3,4,4,4,4,4,1,6,6,5,4,6,"OSDM","Male"
"sub-EP05EN09","Experimenter",2,4,1,4,1,4,1,4,2,4,4,5,5,4,5,1,6,6,5,5,5,"GICH","Female"
"sub-EP05EN09","Participant",4,1,1,4,5,4,5,5,2,2,5,3,5,4,4,1,8,6,6,6,7,"GICH","Female"
"sub-ER03ER09","Participant",2,4,4,4,4,3,2,2,2,3,2,2,4,3,2,1,5,6,6,6,7,"OSNB","Male"
"sub-ER03ER09","Experimenter",2,3,2,4,4,4,4,5,2,2,1,4,5,4,4,1,6,6,7,7,6,"OSNB","Male"
"sub-ER03LF17","Participant",2,3,2,4,4,4,2,5,2,3,3,4,5,4,4,1,6,6,7,5,7,"GIDX","Male"
"sub-ER03LF17","Experimenter",2,5,1,5,3,5,2,5,2,3,3,5,5,4,4,1,7,7,6,7,6,"GIDX","Male"
"sub-ER03US13","Experimenter",4,5,3,4,1,5,3,5,2,4,5,5,5,4,5,3,9,6,8,8,5,"HWCS","Female"
"sub-ER03US13","Participant",4,4,3,3,3,3,2,4,3,3,3,4,4,4,5,3,7,6,7,6,6,"HWCS","Female"
"sub-ER04AS03","Experimenter",3,4,2,4,3,3,2,4,2,3,3,4,4,4,4,1,6,6,6,6,6,"DDEL","Male"
"sub-ER04AS03","Participant",2,2,2,5,4,3,4,4,1,3,3,4,4,2,4,1,5,6,6,6,7,"DDEL","Male"
"sub-ER04CH03","Experimenter",1,4,2,4,3,4,1,5,1,4,4,4,4,4,4,1,5,5,7,5,7,"OLNX","Male"
"sub-ER04CH03","Participant",1,2,1,4,4,4,2,4,2,4,4,4,4,4,4,1,5,6,5,4,8,"OLNX","Male"
"sub-ER04EN19","Participant",2,4,2,5,3,4,1,4,3,3,3,5,4,3,4,1,6,8,6,5,6,"OSNB","Male"
"sub-ER04EN19","Experimenter",4,4,1,4,3,4,3,5,1,4,1,5,5,4,5,1,8,5,6,7,7,"OSNB","Male"
"sub-ER04ER12","Experimenter",2,5,1,5,3,5,1,5,1,4,3,5,5,5,5,1,7,6,6,6,7,"OLMK","Female"
"sub-ER04ER12","Participant",4,4,2,5,4,2,2,5,2,3,3,5,5,4,5,1,6,7,7,6,7,"OLMK","Female"
"sub-ER04ER13","Experimenter",2,4,3,4,3,4,2,5,2,3,3,5,5,4,5,1,6,6,8,6,6,"MBLL","Male"
"sub-ER04ER13","Participant",2,4,2,4,2,4,2,4,2,4,5,5,4,4,4,1,6,6,6,6,6,"MBLL","Male"
"sub-ER04IK19","Experimenter",2,4,1,4,3,4,1,5,2,3,4,5,5,3,4,1,6,6,6,5,6,"OSDM","Male"
"sub-ER04IK19","Participant",3,4,2,5,2,4,1,4,1,4,4,5,5,4,4,1,7,6,6,5,6,"OSDM","Male"
"sub-ER04ND09","Participant",4,3,3,4,3,2,3,4,3,3,3,4,4,3,4,1,6,7,7,6,6,"HWCS","Female"
"sub-ER04ND09","Experimenter",2,4,1,4,3,2,2,5,1,3,3,5,5,4,5,1,4,5,6,6,6,"HWCS","Female"
"sub-ER04NK22","Experimenter",1,4,3,4,3,5,1,5,1,5,3,5,4,4,5,1,6,5,8,5,8,"BNMR","Male"
"sub-ER04NK22","Participant",4,2,3,4,4,2,3,4,1,2,5,5,5,4,3,1,6,5,7,5,6,"BNMR","Male"
"sub-ER04NN05","Experimenter",2,4,2,3,3,3,1,4,3,4,4,4,4,3,5,1,5,6,6,5,7,"MBLL","Male"
"sub-ER04NN05","Participant",4,2,4,4,3,2,3,3,2,3,2,3,3,4,2,1,6,6,7,5,6,"MBLL","Male"
"sub-ER04PH29","Experimenter",4,4,2,4,3,4,2,4,2,3,4,4,4,4,4,1,8,6,6,6,6,"OLNX","Male"
"sub-ER04PH29","Participant",4,2,2,2,4,2,3,4,2,3,4,3,4,4,4,1,6,4,6,5,7,"OLNX","Male"
"sub-ER04RT06","Participant",1,4,1,3,3,4,1,4,2,3,5,5,4,4,5,1,5,5,5,5,6,"HWCP","Female"
"sub-ER04RT06","Experimenter",1,4,1,4,2,4,1,4,2,3,5,5,5,5,5,1,5,6,5,5,5,"HWCP","Female"
"sub-ER04RT24","Participant",2,2,2,4,4,4,2,4,2,2,2,4,4,4,4,1,6,6,6,4,6,"MBLL","Male"
"sub-ER04RT24","Experimenter",2,3,3,4,3,3,2,4,1,3,2,4,5,3,4,1,5,5,7,5,6,"MBLL","Male"
"sub-ER04ST03","Experimenter",2,4,1,4,2,4,1,5,1,4,5,5,5,5,5,1,6,5,6,5,6,"WBDM","Female"
"sub-ER04ST03","Participant",3,4,3,3,3,4,3,3,3,3,3,4,3,3,3,1,7,6,6,7,6,"WBDM","Female"
"sub-ER05AN13","Experimenter",2,4,3,4,2,4,1,3,1,4,4,5,5,3,5,1,6,5,6,5,6,"DDEX","Female"
"sub-ER05AN13","Participant",3,2,4,4,4,3,4,2,3,1,1,3,4,2,3,1,6,7,6,6,5,"DDEX","Female"
"sub-ER05AN13X","Experimenter",5,4,2,5,2,4,2,4,1,4,3,5,4,4,5,2,9,6,6,6,6,"KOLX","Female"
"sub-ER05AN13X","Participant",4,4,1,5,3,3,2,4,1,3,3,4,5,4,5,2,7,6,5,6,6,"KOLX","Female"
"sub-ER05AN15","Participant",2,3,1,2,3,4,1,4,4,3,3,4,5,4,5,1,6,6,5,4,6,"MBSB","Female"
"sub-ER05AN15","Experimenter",1,4,1,4,3,5,2,5,2,3,4,5,5,4,5,2,6,6,6,6,6,"MBSB","Female"
"sub-ER05AR27","Experimenter",2,4,2,4,3,4,2,4,2,3,4,5,4,4,5,1,6,6,6,6,6,"HRLO","Female"
"sub-ER05AR27","Participant",4,3,2,2,4,2,2,4,3,2,3,4,4,3,4,1,6,5,6,5,6,"HRLO","Female"
"sub-ER05AS09","Experimenter",1,4,1,3,1,4,1,5,1,4,3,5,5,5,5,3,5,4,6,5,5,"DDEX","Female"
"sub-ER05AS09","Participant",1,3,2,4,3,5,3,2,2,3,4,4,4,4,4,3,6,6,4,6,6,"DDEX","Female"
"sub-ER05AS20","Experimenter",2,5,1,5,3,4,1,4,1,3,5,5,5,4,5,1,6,6,5,6,6,"WBDM","Female"
"sub-ER05AS20","Participant",3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,1,6,6,6,6,6,"WBDM","Female"
"sub-ER05AV01","Participant",4,5,2,5,4,4,2,5,1,4,3,3,4,5,5,1,8,6,7,7,8,"KOLX","Female"
"sub-ER05AV01","Experimenter",1,5,1,5,2,5,3,5,1,3,4,5,5,5,5,1,6,6,6,8,5,"KOLX","Female"
"sub-ER05CH23","Experimenter",2,4,2,4,2,3,1,5,3,4,4,4,5,4,4,1,5,7,7,5,6,"OLMK","Female"
"sub-ER05CH23","Participant",2,5,2,4,2,4,1,4,2,4,5,5,4,4,5,1,6,6,6,6,6,"OLMK","Female"
"sub-ER05EJ22","Experimenter",1,4,2,4,3,5,1,5,1,3,5,5,4,4,5,1,6,5,7,5,6,"OSNB","Male"
"sub-ER05EJ22","Participant",4,3,2,1,4,2,1,4,4,3,2,4,4,2,4,1,6,5,6,4,7,"OSNB","Male"
"sub-ER05EL09","Experimenter",1,5,1,4,3,5,1,5,2,3,1,5,5,5,5,1,6,6,6,6,6,"KOTK","Male"
"sub-ER05EL09","Participant",2,5,3,5,2,5,2,5,2,5,4,5,5,4,5,1,7,7,8,7,7,"KOTK","Male"
"sub-ER05EL26","Participant",1,5,2,2,2,5,1,4,5,4,4,5,4,5,5,1,6,7,6,6,6,"HRBL","Male"
