Trial,Congruency,ACC,RT,Subject,Lab,Experimenter,N2_FZ,P3_PZ,FMT_FZ
219,0.33,1,0.29567,sub-AH17AR05,Wï¿½rzburg,WBDM,71.3624,-1.3437,4.0993
220,0.33,1,0.077531,sub-AH17AR05,Wï¿½rzburg,WBDM,50.8746,23.6866,-4.8251
221,1,1,0.14266,sub-AH17AR05,Wï¿½rzburg,WBDM,-91.9547,-40.4774,-0.18271
225,0.66,1,0.0055707,sub-AH17AR05,Wï¿½rzburg,WBDM,-38.7381,-29.3487,0.52902
230,0.66,1,0.022091,sub-AH17AR05,Wï¿½rzburg,WBDM,-25.2346,-30.7412,-1.9056
231,1,1,0.085504,sub-AH17AR05,Wï¿½rzburg,WBDM,-45.999,-32.4278,1.2335
232,1,1,0.20981,sub-AH17AR05,Wï¿½rzburg,WBDM,-50.1945,-69.8279,0.55437
234,0.33,1,0.27141,sub-AH17AR05,Wï¿½rzburg,WBDM,37.7101,23.7814,2.0808
235,0.66,1,0.23345,sub-AH17AR05,Wï¿½rzburg,WBDM,24.2485,46.929,2.7
237,1,1,0.25328,sub-AH17AR05,Wï¿½rzburg,WBDM,50.4736,-8.416,-4.3337
241,1,1,0.38467,sub-AH17AR05,Wï¿½rzburg,WBDM,-41.8348,-51.711,-0.42323
243,0,1,0.126,sub-AH17AR05,Wï¿½rzburg,WBDM,-3.3695,-4.2667,2.4479
247,1,1,0.089521,sub-AH17AR05,Wï¿½rzburg,WBDM,-19.8871,33.6502,4.2068
248,0.33,1,0.094564,sub-AH17AR05,Wï¿½rzburg,WBDM,-32.7504,-12.2308,0.53744
250,0.66,1,0.092773,sub-AH17AR05,Wï¿½rzburg,WBDM,-2.3112,-11.6734,-4.2422
251,1,1,0.029394,sub-AH17AR05,Wï¿½rzburg,WBDM,-12.8574,0.72713,4.5192
252,1,1,0.09049,sub-AH17AR05,Wï¿½rzburg,WBDM,-31.8458,20.5645,0.87255
253,1,1,0.11587,sub-AH17AR05,Wï¿½rzburg,WBDM,-64.7714,-48.5026,-4.6908
254,0,1,0.097185,sub-AH17AR05,Wï¿½rzburg,WBDM,67.6108,33.8572,-2.7915
256,0.66,1,0.23239,sub-AH17AR05,Wï¿½rzburg,WBDM,-48.2003,-1.9617,-0.30418
263,0,1,0.1531,sub-AH17AR05,Wï¿½rzburg,WBDM,-28.4263,-44.7471,-3.8814
264,1,1,0.3102,sub-AH17AR05,Wï¿½rzburg,WBDM,7.6764,30.9578,2.8544
265,1,1,0.089558,sub-AH17AR05,Wï¿½rzburg,WBDM,-55.2818,-19.6136,-4.49
270,0,1,0.28182,sub-AH17AR05,Wï¿½rzburg,WBDM,-55.0574,-34.9736,-1.4375
271,0.33,1,0.11824,sub-AH17AR05,Wï¿½rzburg,WBDM,5.3388,34.6681,0.70383
273,1,1,0.11793,sub-AH17AR05,Wï¿½rzburg,WBDM,5.0062,-19.8653,-4.6863
274,0.66,1,0.084194,sub-AH17AR05,Wï¿½rzburg,WBDM,9.4096,34.2104,5.337
275,1,1,0.072195,sub-AH17AR05,Wï¿½rzburg,WBDM,-3.907,-25.4898,7.839
276,1,1,0.091311,sub-AH17AR05,Wï¿½rzburg,WBDM,-40.7439,-29.728,5.0902
281,1,1,0.12975,sub-AH17AR05,Wï¿½rzburg,WBDM,59.0446,73.4554,1.3547
282,1,1,0.0034328,sub-AH17AR05,Wï¿½rzburg,WBDM,3.6008,21.6638,2.0746
285,1,1,0.16801,sub-AH17AR05,Wï¿½rzburg,WBDM,40.2791,17.7348,6.7326
289,1,1,0.36218,sub-AHSAER12,Hamburg_Wacker,HWJM,99.1783,199.5297,-0.30066
291,1,1,0.33977,sub-AHSAER12,Hamburg_Wacker,HWJM,322.1162,236.2689,-10.0056
292,1,1,0.21322,sub-AHSAER12,Hamburg_Wacker,HWJM,259.7945,149.5657,-2.3392
293,1,1,0.30775,sub-AHSAER12,Hamburg_Wacker,HWJM,332.0699,-4.6667,1.0873
294,1,1,0.23537,sub-AHSAER12,Hamburg_Wacker,HWJM,40.0839,-39.5972,-6.0276
295,0.33,1,0.25124,sub-AHSAER12,Hamburg_Wacker,HWJM,236.1755,30.7745,0.10678
298,0.66,1,0.065287,sub-AHSAER12,Hamburg_Wacker,HWJM,-56.6248,-190.891,-3.0499
299,0.33,1,0.088255,sub-AHSAER12,Hamburg_Wacker,HWJM,259.1996,-93.3493,-8.0452
301,0.33,1,0.0093496,sub-AHSAER12,Hamburg_Wacker,HWJM,-82.5192,9.6567,0.65119
302,1,1,0.0046681,sub-AHSAER12,Hamburg_Wacker,HWJM,-70.3592,8.2538,6.1951
304,1,1,0.34488,sub-AHSAER12,Hamburg_Wacker,HWJM,281.0284,269.8857,4.3752
306,1,1,0.67652,sub-AHSAER12,Hamburg_Wacker,HWJM,-264.2299,-153.2087,0.81849
308,1,1,0.1911,sub-AHSAER12,Hamburg_Wacker,HWJM,901.5667,777.4249,-8.6619
310,0.33,1,0.15921,sub-AHSAER12,Hamburg_Wacker,HWJM,-26.777,-56.9356,-8.6432
314,0,1,0.22483,sub-AHSAER12,Hamburg_Wacker,HWJM,8.1909,-168.3348,-6.3085
322,0,1,0.074381,sub-AHSAER12,Hamburg_Wacker,HWJM,77.814,92.3847,4.0787
326,0,1,0.0089559,sub-AHSAER12,Hamburg_Wacker,HWJM,-13.2041,207.6774,-2.8281
328,0,1,0.09115,sub-AHSAER12,Hamburg_Wacker,HWJM,365.8291,265.222,2.101
329,0.33,1,0.068464,sub-AHSAER12,Hamburg_Wacker,HWJM,47.037,-136.4996,0.46593
330,1,1,0.25461,sub-AHSAER12,Hamburg_Wacker,HWJM,136.802,124.0905,4.9471
332,0.66,1,0.27314,sub-AHSAER12,Hamburg_Wacker,HWJM,-365.9319,-369.9463,-3.0012
334,1,1,0.078767,sub-AHSAER12,Hamburg_Wacker,HWJM,-619.5283,-601.6862,2.0412
336,1,1,0.33268,sub-AHSAER12,Hamburg_Wacker,HWJM,411.707,175.502,1.5442
338,1,1,0.95524,sub-AHSAER12,Hamburg_Wacker,HWJM,-176.0921,-38.9263,-11.2618
339,1,1,0.10687,sub-AHSAER12,Hamburg_Wacker,HWJM,-378.9756,-240.1015,-7.0585
342,1,1,0.82567,sub-AHSAER12,Hamburg_Wacker,HWJM,370.786,110.4284,5.8903
350,0.66,1,0.42184,sub-AHSAER12,Hamburg_Wacker,HWJM,108.5486,-31.263,-2.4362
351,1,1,0.35278,sub-AHSAER12,Hamburg_Wacker,HWJM,691.1302,371.7964,4.3664
352,0.33,1,0.25211,sub-AHSAER12,Hamburg_Wacker,HWJM,30.9182,-40.7748,-1.0242
353,0.66,1,0.27608,sub-AHSAER12,Hamburg_Wacker,HWJM,79.5722,38.5503,-5.2919
354,1,1,0.25879,sub-AHSAER12,Hamburg_Wacker,HWJM,798.2184,515.7289,-7.4589
355,0.66,1,0.21405,sub-AHSAER12,Hamburg_Wacker,HWJM,410.6168,72.2946,-2.6933
356,1,1,0.22387,sub-AHSAER12,Hamburg_Wacker,HWJM,-157.0554,-115.4688,-9.2705
357,0.66,1,0.25099,sub-AHSAER12,Hamburg_Wacker,HWJM,187.6834,-86.876,4.775
358,1,1,0.20875,sub-AHSAER12,Hamburg_Wacker,HWJM,354.0227,58.1858,-2.042
361,0.66,1,0.088368,sub-AHSAER12,Hamburg_Wacker,HWJM,84.5128,166.4983,3.3645
362,1,1,0.0037488,sub-AHSAER12,Hamburg_Wacker,HWJM,-9.0596,-324.0855,-7.3967
363,0.33,1,0.21138,sub-AHSAER12,Hamburg_Wacker,HWJM,454.6994,97.7722,9.0331
365,1,1,0.11803,sub-AHSAER12,Hamburg_Wacker,HWJM,-13.7685,-115.5281,-0.48698
367,0.66,1,0.064644,sub-AHSAER12,Hamburg_Wacker,HWJM,-7.1073,-221.6714,2.4109
373,0.33,1,0.61614,sub-AHSAER12,Hamburg_Wacker,HWJM,-79.8629,56.6343,-10.6562
376,1,1,0.2335,sub-AHSAER12,Hamburg_Wacker,HWJM,195.8107,112.4432,1.1825
378,0,1,0.114,sub-AHSAER12,Hamburg_Wacker,HWJM,-183.0324,-174.8938,-6.5708
389,0.33,1,0.088244,sub-AHSAER12,Hamburg_Wacker,HWJM,6.1259,-40.3864,1.0591
391,0.33,1,0.25557,sub-AHSAER12,Hamburg_Wacker,HWJM,262.9543,-206.6702,-2.0079
393,1,1,0.073102,sub-AHSAER12,Hamburg_Wacker,HWJM,17.6603,-287.1694,-2.9161
395,0.33,1,0.34475,sub-AHSAER12,Hamburg_Wacker,HWJM,571.4423,319.4974,0.20372
396,0.66,1,0.12575,sub-AHSAER12,Hamburg_Wacker,HWJM,-192.7194,-186.4184,-12.1414
397,1,1,0.099225,sub-AHSAER12,Hamburg_Wacker,HWJM,-641.6612,-644.7699,-12.4042
398,0.66,1,0.07271,sub-AHSAER12,Hamburg_Wacker,HWJM,505.4517,348.1527,-2.3005
401,1,1,0.0043017,sub-AHSAER12,Hamburg_Wacker,HWJM,330.4785,134.5932,3.5363
403,1,1,0.12737,sub-AHSAER12,Hamburg_Wacker,HWJM,-241.1459,-73.8179,6.9978
407,1,1,0.27195,sub-AHSAER12,Hamburg_Wacker,HWJM,284.9637,26.8119,-10.7941
408,0,1,0.087752,sub-AHSAER12,Hamburg_Wacker,HWJM,414.1342,119.2966,-0.68175
414,1,1,0.015208,sub-AHSAER12,Hamburg_Wacker,HWJM,291.7659,18.5943,2.8074
415,0.33,1,0.92151,sub-AHSAER12,Hamburg_Wacker,HWJM,13.1842,-57.5442,-2.3493
417,1,1,0.089194,sub-AHSAER12,Hamburg_Wacker,HWJM,-246.6748,-227.9323,-7.819
418,1,1,0.01818,sub-AHSAER12,Hamburg_Wacker,HWJM,389.9609,-63.2485,5.0008
422,1,1,0.23415,sub-AHSAER12,Hamburg_Wacker,HWJM,-287.4246,-301.6508,3.2265
428,0,1,0.45291,sub-AHSAER12,Hamburg_Wacker,HWJM,-58.3761,-130.4974,1.3611
429,0,1,0.32869,sub-AHSAER12,Hamburg_Wacker,HWJM,689.864,805.7013,-4.2836
430,1,1,0.22706,sub-AHSAER12,Hamburg_Wacker,HWJM,-48.2381,-7.6947,0.39799
431,0.66,1,0.22356,sub-AHSAER12,Hamburg_Wacker,HWJM,5.2291,85.1184,-2.4435
432,0,1,0.29055,sub-AHSAER12,Hamburg_Wacker,HWJM,200.7678,265.5216,10.2922
433,0.66,1,0.23091,sub-AHSAER12,Hamburg_Wacker,HWJM,-198.8214,-329.2083,0.24117
434,1,1,0.36968,sub-AHSAER12,Hamburg_Wacker,HWJM,-345.4244,-176.2427,-5.8969
437,1,1,0.18586,sub-AHSAER12,Hamburg_Wacker,HWJM,215.744,50.747,-3.1998
438,1,1,0.18418,sub-AHSAER12,Hamburg_Wacker,HWJM,537.5778,369.1198,-2.2324
439,0.66,1,0.28216,sub-AHSAER12,Hamburg_Wacker,HWJM,277.0917,148.3667,0.62913
440,0.33,1,0.29847,sub-AHSAER12,Hamburg_Wacker,HWJM,-139.622,-111.2531,0.32483
442,1,1,0.12445,sub-AHSAER12,Hamburg_Wacker,HWJM,52.4857,-21.2705,-7.2942
443,0,1,0.10185,sub-AHSAER12,Hamburg_Wacker,HWJM,-53.8948,-184.039,0.86954
445,1,1,0.07735,sub-AHSAER12,Hamburg_Wacker,HWJM,59.1783,-30.9341,-3.1405
447,0,1,0.085538,sub-AHSAER12,Hamburg_Wacker,HWJM,220.9065,288.2392,-2.1047
448,0,1,0.19408,sub-AHSAER12,Hamburg_Wacker,HWJM,286.9985,154.7673,4.6883
450,0,1,0.17838,sub-AHSAER12,Hamburg_Wacker,HWJM,3.6986,-22.1042,0.59153
451,0.66,1,0.14578,sub-AHSAER12,Hamburg_Wacker,HWJM,282.6985,221.5452,-6.2425
452,1,1,0.14108,sub-AHSAER12,Hamburg_Wacker,HWJM,145.1048,143.0209,-5.6228
453,1,1,0.090349,sub-AHSAER12,Hamburg_Wacker,HWJM,37.3661,-30.7798,2.1131
454,1,1,0.092599,sub-AHSAER12,Hamburg_Wacker,HWJM,-120.2358,-293.7529,-2.6539
456,1,1,0.07041,sub-AHSAER12,Hamburg_Wacker,HWJM,375.7107,173.0941,-1.0145
458,1,1,0.2576,sub-AHSAER12,Hamburg_Wacker,HWJM,454.7832,247.5936,-7.329
459,0.33,1,0.12376,sub-AHSAER12,Hamburg_Wacker,HWJM,312.2624,341.9368,4.9561
461,1,1,0.058525,sub-AHSAER12,Hamburg_Wacker,HWJM,-319.5903,-180.6122,8.686
463,1,1,0.068714,sub-AHSAER12,Hamburg_Wacker,HWJM,91.2664,-103.4319,-6.8101
464,1,1,0.078285,sub-AHSAER12,Hamburg_Wacker,HWJM,235.7737,49.0628,-3.7342
465,1,1,0.084209,sub-AHSAER12,Hamburg_Wacker,HWJM,-246.492,-399.4726,0.45887
469,0,1,0.35625,sub-AHSAER12,Hamburg_Wacker,HWJM,-212.6368,-171.4241,-4.16
470,1,1,0.22191,sub-AHSAER12,Hamburg_Wacker,HWJM,-25.5701,90.5204,-3.5592
471,1,1,0.055085,sub-AHSAER12,Hamburg_Wacker,HWJM,-7.4072,-17.8549,-0.73906
482,1,1,0.19148,sub-AHSAER12,Hamburg_Wacker,HWJM,40.1142,75.5221,3.8733
484,1,1,0.069476,sub-AHSAER12,Hamburg_Wacker,HWJM,349.9436,161.5222,-3.0646
485,1,1,0.046242,sub-AHSAER12,Hamburg_Wacker,HWJM,-148.9954,-128.5642,-2.6964
488,0.66,1,0.22812,sub-AHSAER12,Hamburg_Wacker,HWJM,11.5886,-183.3504,-9.7456
489,1,1,0.12404,sub-AHSAER12,Hamburg_Wacker,HWJM,70.0398,-157.5045,-5.6975
492,1,1,0.19169,sub-AHSAER12,Hamburg_Wacker,HWJM,398.2187,327.7415,-2.1702
493,1,1,0.19209,sub-AHSAER12,Hamburg_Wacker,HWJM,-12.4962,-121.0605,13.4934
500,0.33,1,0.29432,sub-AHSAER12,Hamburg_Wacker,HWJM,-223.1286,-229.1905,-9.8813
502,0.33,1,0.25684,sub-AHSAER12,Hamburg_Wacker,HWJM,212.439,-82.3795,5.2433
504,0.33,1,0.10057,sub-AHSAER12,Hamburg_Wacker,HWJM,-107.2771,-32.9907,1.5047
509,1,1,0.30517,sub-AHSAER12,Hamburg_Wacker,HWJM,528.0338,462.0389,-8.9364
510,1,1,0.1904,sub-AHSAER12,Hamburg_Wacker,HWJM,448.2819,218.5975,-0.70037
511,1,1,0.23179,sub-AHSAER12,Hamburg_Wacker,HWJM,-369.5449,-361.1678,-8.8608
512,1,1,0.28743,sub-AHSAER12,Hamburg_Wacker,HWJM,180.3703,24.8895,-0.57968
513,1,1,0.2361,sub-AHSAER12,Hamburg_Wacker,HWJM,-311.1064,-400.1909,-3.927
515,1,1,0.21266,sub-AHSAER12,Hamburg_Wacker,HWJM,65.9166,-195.3047,-1.6843
516,0.66,1,0.23768,sub-AHSAER12,Hamburg_Wacker,HWJM,193.2869,136.3225,1.1154
517,1,1,0.20433,sub-AHSAER12,Hamburg_Wacker,HWJM,560.0717,323.8058,5.8396
518,0.66,1,0.20941,sub-AHSAER12,Hamburg_Wacker,HWJM,183.3055,124.5522,4.3572
519,1,1,0.16065,sub-AHSAER12,Hamburg_Wacker,HWJM,4.2625,-57.294,-4.4529
520,0.66,1,0.12934,sub-AHSAER12,Hamburg_Wacker,HWJM,201.0265,87.3928,-0.3792
521,1,1,0.13101,sub-AHSAER12,Hamburg_Wacker,HWJM,800.7673,377.3797,4.7877
522,0,1,0.11807,sub-AHSAER12,Hamburg_Wacker,HWJM,-468.8675,-445.1118,-0.83238
523,1,1,0.18593,sub-AHSAER12,Hamburg_Wacker,HWJM,95.7421,274.3391,-1.4301
526,0,1,0.11037,sub-AHSAER12,Hamburg_Wacker,HWJM,73.3223,130.063,1.9612
527,1,1,0.16521,sub-AHSAER12,Hamburg_Wacker,HWJM,-290.6272,-255.3699,-2.3063
528,1,1,0.15287,sub-AHSAER12,Hamburg_Wacker,HWJM,449.5172,519.3703,5.139
530,0.33,1,0.083686,sub-AHSAER12,Hamburg_Wacker,HWJM,298.3688,246.7727,-6.4998
534,0.66,1,0.31391,sub-AHSAER12,Hamburg_Wacker,HWJM,-370.1209,-489.6915,-6.183
535,1,1,0.2225,sub-AHSAER12,Hamburg_Wacker,HWJM,807.2119,740.7697,-5.6745
536,0.33,1,0.23813,sub-AHSAER12,Hamburg_Wacker,HWJM,110.2064,205.5345,5.0156
537,0,1,0.23553,sub-AHSAER12,Hamburg_Wacker,HWJM,395.6058,316.277,-0.52506
539,0.33,1,0.21417,sub-AHSAER12,Hamburg_Wacker,HWJM,249.8985,163.5718,4.6757
540,1,1,0.11384,sub-AHSAER12,Hamburg_Wacker,HWJM,3.4308,-57.2216,-2.3182
541,1,1,0.20815,sub-AHSAER12,Hamburg_Wacker,HWJM,297.5457,279.2074,3.1723
542,1,1,0.20084,sub-AHSAER12,Hamburg_Wacker,HWJM,204.2308,252.4364,-5.2933
543,1,1,0.12275,sub-AHSAER12,Hamburg_Wacker,HWJM,-184.4501,-385.3226,2.9705
544,1,1,0.085741,sub-AHSAER12,Hamburg_Wacker,HWJM,342.9035,-11.7456,-0.96088
545,1,1,0.094095,sub-AHSAER12,Hamburg_Wacker,HWJM,376.9756,168.0763,3.5692
546,1,1,0.30334,sub-AHSAER12,Hamburg_Wacker,HWJM,-89.059,-168.2323,-8.3874
547,1,1,0.13271,sub-AHSAER12,Hamburg_Wacker,HWJM,336.6324,237.1779,4.0554
548,0.33,1,0.059334,sub-AHSAER12,Hamburg_Wacker,HWJM,149.1046,240.722,-5.413
550,1,1,0.17562,sub-AHSAER12,Hamburg_Wacker,HWJM,-102.5424,-9.8954,2.1643
551,0,1,0.10931,sub-AHSAER12,Hamburg_Wacker,HWJM,-166.815,31.235,-4.6325
552,1,1,0.08704,sub-AHSAER12,Hamburg_Wacker,HWJM,-323.9583,-153.2307,-9.2185
553,1,1,0.090076,sub-AHSAER12,Hamburg_Wacker,HWJM,254.2607,49.3558,-4.0539
554,0,1,0.05668,sub-AHSAER12,Hamburg_Wacker,HWJM,199.4262,313.7362,-10.9482
558,1,1,0.32929,sub-AHSAER12,Hamburg_Wacker,HWJM,334.6087,418.9438,6.5154
559,0.66,1,0.16125,sub-AHSAER12,Hamburg_Wacker,HWJM,303.1612,71.8404,-1.0805
560,1,1,0.1935,sub-AHSAER12,Hamburg_Wacker,HWJM,-54.0581,-119.8348,5.806
561,0.66,1,0.22395,sub-AHSAER12,Hamburg_Wacker,HWJM,-151.0874,-189.4898,-1.974
562,0.33,1,0.10254,sub-AHSAER12,Hamburg_Wacker,HWJM,-338.987,-169.6888,5.8341
563,1,1,0.18117,sub-AHSAER12,Hamburg_Wacker,HWJM,72.8617,-69.9718,3.5139
567,0.66,1,0.057738,sub-AHSAER12,Hamburg_Wacker,HWJM,317.8925,131.3388,2.8174
569,0,1,0.10349,sub-AHSAER12,Hamburg_Wacker,HWJM,-98.9443,-169.925,-7.7118
572,0.66,1,0.087015,sub-AHSAER12,Hamburg_Wacker,HWJM,-45.4698,170.0929,-3.0531
575,0.66,1,0.11244,sub-AHSAER12,Hamburg_Wacker,HWJM,-442.6729,-527.1746,-5.996
293,1,1,0.36544,sub-AI07AS19,Gieï¿½en,GILX,19.6007,2.1104,2.279
295,1,1,0.24552,sub-AI07AS19,Gieï¿½en,GILX,-47.6941,30.2786,-12.165
296,0.66,1,0.24048,sub-AI07AS19,Gieï¿½en,GILX,-7.9101,6.2886,9.1077
297,0.33,1,0.28099,sub-AI07AS19,Gieï¿½en,GILX,-61.1665,18.6871,6.1204
298,0.33,1,0.24423,sub-AI07AS19,Gieï¿½en,GILX,9.7029,15.8302,-3.7612
300,0.66,1,0.33072,sub-AI07AS19,Gieï¿½en,GILX,-21.301,17.7673,-3.1571
301,0.66,1,0.25407,sub-AI07AS19,Gieï¿½en,GILX,22.9065,-16.0977,1.4332
302,1,1,0.36692,sub-AI07AS19,Gieï¿½en,GILX,47.4719,-13.3541,11.3069
307,0.33,1,0.40265,sub-AI07AS19,Gieï¿½en,GILX,-12.2123,16.1003,-9.0717
308,1,1,0.30286,sub-AI07AS19,Gieï¿½en,GILX,-2.5953,13.4208,-3.0106
309,0.33,1,0.26829,sub-AI07AS19,Gieï¿½en,GILX,-9.8174,12.8075,-0.25089
311,0.33,1,0.28322,sub-AI07AS19,Gieï¿½en,GILX,5.7524,-32.3811,1.972
312,0.33,1,0.23934,sub-AI07AS19,Gieï¿½en,GILX,-8.3329,-15.6003,-0.14263
313,1,1,0.23171,sub-AI07AS19,Gieï¿½en,GILX,29.3815,33.0051,13.669
314,1,1,0.26721,sub-AI07AS19,Gieï¿½en,GILX,33.6673,37.0839,4.0977
315,1,1,0.26973,sub-AI07AS19,Gieï¿½en,GILX,-21.5757,29.4375,6.1645
316,0.33,1,0.32931,sub-AI07AS19,Gieï¿½en,GILX,-18.3378,-14.7502,0.52741
317,1,1,0.28744,sub-AI07AS19,Gieï¿½en,GILX,-32.5373,-9.2457,1.0553
318,0.66,1,0.35689,sub-AI07AS19,Gieï¿½en,GILX,-8.5528,36.9981,-8.2635
319,0.33,1,0.26404,sub-AI07AS19,Gieï¿½en,GILX,-19.6676,6.7088,-0.88898
320,0,1,0.42884,sub-AI07AS19,Gieï¿½en,GILX,-28.9799,35.7397,-5.2838
321,1,1,0.34112,sub-AI07AS19,Gieï¿½en,GILX,-3.013,-3.8378,-1.7587
322,1,1,0.1792,sub-AI07AS19,Gieï¿½en,GILX,-0.002435,-11.0555,-2.4469
324,1,1,0.44042,sub-AI07AS19,Gieï¿½en,GILX,-43.5354,-2.4521,-2.4649
325,0.33,1,0.25105,sub-AI07AS19,Gieï¿½en,GILX,-30.1161,30.1812,0.23366
326,0.66,1,0.28975,sub-AI07AS19,Gieï¿½en,GILX,-7.6087,24.1122,-1.3149
327,1,1,0.22356,sub-AI07AS19,Gieï¿½en,GILX,37.8192,3.0685,8.1765
330,0.33,1,0.32489,sub-AI07AS19,Gieï¿½en,GILX,-0.34261,-8.5609,-1.0769
332,1,1,0.27376,sub-AI07AS19,Gieï¿½en,GILX,-41.4481,3.7004,-4.8811
335,0.33,1,0.40546,sub-AI07AS19,Gieï¿½en,GILX,29.8839,-26.8571,0.60263
336,0.66,1,0.20423,sub-AI07AS19,Gieï¿½en,GILX,-0.93747,-22.4938,-0.49306
338,1,1,0.38874,sub-AI07AS19,Gieï¿½en,GILX,-33.0951,6.0497,-0.47776
339,0.66,1,0.36064,sub-AI07AS19,Gieï¿½en,GILX,11.749,2.8519,-6.3033
340,1,1,0.24177,sub-AI07AS19,Gieï¿½en,GILX,-56.9669,13.6621,-3.4656
341,1,1,0.20273,sub-AI07AS19,Gieï¿½en,GILX,37.7891,13.102,-3.5794
343,0.66,1,0.30808,sub-AI07AS19,Gieï¿½en,GILX,-40.2835,-11.731,-7.8781
344,0.66,1,0.31959,sub-AI07AS19,Gieï¿½en,GILX,15.7664,29.3196,-9.7825
350,1,1,0.10393,sub-AI07AS19,Gieï¿½en,GILX,19.8321,36.1875,5.385
351,0,1,0.19576,sub-AI07AS19,Gieï¿½en,GILX,6.0111,-4.802,-2.6739
352,1,1,0.28768,sub-AI07AS19,Gieï¿½en,GILX,24.6719,-6.9516,-9.1502
353,1,1,0.24385,sub-AI07AS19,Gieï¿½en,GILX,-59.3634,-37.2974,-0.097876
354,0.33,1,0.23759,sub-AI07AS19,Gieï¿½en,GILX,-50.4055,-9.7455,-1.346
355,1,1,0.21732,sub-AI07AS19,Gieï¿½en,GILX,3.8786,14.9775,0.52904
356,1,1,0.33693,sub-AI07AS19,Gieï¿½en,GILX,-25.7136,42.1707,2.7111
358,1,1,0.30584,sub-AI07AS19,Gieï¿½en,GILX,-54.4821,15.5784,-1.6617
359,1,1,0.2842,sub-AI07AS19,Gieï¿½en,GILX,24.8556,-2.3777,5.291
360,1,1,0.27935,sub-AI07AS19,Gieï¿½en,GILX,22.3577,-4.8104,1.1427
362,0.33,1,0.27058,sub-AI07AS19,Gieï¿½en,GILX,-29.4277,14.6083,6.9697
363,0.66,1,0.41118,sub-AI07AS19,Gieï¿½en,GILX,-33.8296,22.389,1.7357
364,1,1,0.34267,sub-AI07AS19,Gieï¿½en,GILX,-26.6405,13.1865,9.6
365,1,1,0.25309,sub-AI07AS19,Gieï¿½en,GILX,26.6468,4.1784,-1.9549
366,1,1,0.28815,sub-AI07AS19,Gieï¿½en,GILX,21.9316,-0.56561,1.5972
367,1,1,0.09925,sub-AI07AS19,Gieï¿½en,GILX,-21.6206,-20.1857,4.5814
368,0.33,1,0.34044,sub-AI07AS19,Gieï¿½en,GILX,-14.2361,24.2962,-9.8591
369,0.33,1,0.21892,sub-AI07AS19,Gieï¿½en,GILX,-77.9409,-7.7276,-4.9913
370,0.66,1,0.27211,sub-AI07AS19,Gieï¿½en,GILX,-15.8403,-19.2085,-1.7057
371,1,1,0.2585,sub-AI07AS19,Gieï¿½en,GILX,-60.149,19.5202,5.4466
372,0,1,0.35714,sub-AI07AS19,Gieï¿½en,GILX,-26.1359,11.7728,-4.0767
373,1,1,0.19629,sub-AI07AS19,Gieï¿½en,GILX,0.91571,-12.3373,-3.8283
375,1,1,0.21483,sub-AI07AS19,Gieï¿½en,GILX,-9.6703,-6.6315,-0.72762
376,1,1,0.2552,sub-AI07AS19,Gieï¿½en,GILX,-8.0306,2.741,1.8947
377,1,1,0.25108,sub-AI07AS19,Gieï¿½en,GILX,-50.5826,6.2459,-3.2418
378,0,1,0.36171,sub-AI07AS19,Gieï¿½en,GILX,-3.0434,-0.81669,4.8805
380,1,1,0.34278,sub-AI07AS19,Gieï¿½en,GILX,12.4363,49.0871,-0.5146
381,1,1,0.32007,sub-AI07AS19,Gieï¿½en,GILX,-21.7389,10.9262,-3.5699
382,0.33,1,0.35152,sub-AI07AS19,Gieï¿½en,GILX,32.6497,41.0118,-9.4883
384,0.66,1,0.27327,sub-AI07AS19,Gieï¿½en,GILX,-49.898,30.748,-1.1129
385,1,1,0.2873,sub-AI07AS19,Gieï¿½en,GILX,-26.0068,7.9221,5.4919
386,0,1,0.27381,sub-AI07AS19,Gieï¿½en,GILX,-64.4578,-9.4297,3.3962
387,0,1,0.30471,sub-AI07AS19,Gieï¿½en,GILX,10.0088,12.1604,0.043025
388,1,1,0.2135,sub-AI07AS19,Gieï¿½en,GILX,-32.89,30.5207,7.9183
389,0.66,1,0.32933,sub-AI07AS19,Gieï¿½en,GILX,-17.1968,3.5475,1.8409
390,0.66,1,0.28666,sub-AI07AS19,Gieï¿½en,GILX,16.9041,24.5375,12.6152
391,1,1,0.26799,sub-AI07AS19,Gieï¿½en,GILX,-30.5727,-32.169,-6.2694
392,0.66,1,0.28861,sub-AI07AS19,Gieï¿½en,GILX,-14.6167,64.4959,1.4173
395,1,1,0.24191,sub-AI07AS19,Gieï¿½en,GILX,-22.3205,14.4786,-4.6832
396,0,1,0.28187,sub-AI07AS19,Gieï¿½en,GILX,-81.5624,12.8321,12.6566
399,1,1,0.3292,sub-AI07AS19,Gieï¿½en,GILX,20.0322,-10.5844,-2.0482
400,1,1,0.29407,sub-AI07AS19,Gieï¿½en,GILX,6.361,40.315,5.9075
402,0.66,1,0.36735,sub-AI07AS19,Gieï¿½en,GILX,27.2063,4.6907,-5.0658
403,0,1,0.38586,sub-AI07AS19,Gieï¿½en,GILX,-14.1767,56.753,-1.6912
409,1,1,0.37454,sub-AI07AS19,Gieï¿½en,GILX,-32.6247,5.2561,-8.0787
410,1,1,0.25914,sub-AI07AS19,Gieï¿½en,GILX,-71.1952,4.1924,2.5253
412,0.33,1,0.27961,sub-AI07AS19,Gieï¿½en,GILX,10.6337,24.295,-0.97841
