Trial,Congruency,ACC,RT,Subject,Lab,Experimenter,N2_FCZ,N2_CZ,P3_PZ,P3_ FZ,P3_ CZ,FMT_FCZ,FMT_CZ
402,0.66,1,0.36735,sub-AI07AS19,Gieï¿½en,GILX,9.4686,-6.5442,12.7954,28.182,33.6861,-0.084251,2.5905
403,0,1,0.38586,sub-AI07AS19,Gieï¿½en,GILX,-19.4142,28.4364,-18.074,-39.6657,-3.1092,1.2503,7.3548
409,1,1,0.37454,sub-AI07AS19,Gieï¿½en,GILX,-15.0701,-14.822,-52.743,-37.3709,34.7228,1.2115,6.0904
410,1,1,0.25914,sub-AI07AS19,Gieï¿½en,GILX,-8.9408,9.8805,-63.1635,-19.3238,41.0118,-6.4102,0.51093
412,0.33,1,0.27961,sub-AI07AS19,Gieï¿½en,GILX,13.8634,38.6322,19.1001,20.2472,-36.3632,-6.3248,3.4703
413,1,1,0.30235,sub-AI07AS19,Gieï¿½en,GILX,7.1002,65.2353,25.485,-10.3567,-1.3885,3.1919,3.3196
415,0,1,0.22894,sub-AI07AS19,Gieï¿½en,GILX,71.9749,23.8828,-7.996,69.3389,50.4103,-7.8655,-0.98304
416,0.33,1,0.33916,sub-AI07AS19,Gieï¿½en,GILX,-18.1438,82.0895,66.3508,57.4625,-96.1438,3.1966,-5.2285
417,1,1,0.25861,sub-AI07AS19,Gieï¿½en,GILX,57.607,84.3238,-16.7968,-7.3735,87.2152,2.7549,-0.11881
418,1,1,0.26991,sub-AI07AS19,Gieï¿½en,GILX,1.0843,90.7154,6.5279,25.9238,45.7125,5.5988,-3.9514
420,1,1,0.24438,sub-AI07AS19,Gieï¿½en,GILX,30.2866,-20.4816,43.3955,88.5493,-28.2466,2.4995,5.0874
421,1,1,0.37758,sub-AI07AS19,Gieï¿½en,GILX,2.9057,47.1225,-35.5465,-19.3517,84.7629,0.73238,9.1844
422,1,1,0.2984,sub-AI07AS19,Gieï¿½en,GILX,19.3173,5.6768,-6.5984,68.0321,30.8208,-0.87936,1.3977
424,1,1,0.31483,sub-AI07AS19,Gieï¿½en,GILX,10.457,38.9143,44.0316,-11.4332,-74.9864,2.596,-3.7233
425,1,1,0.29367,sub-AI07AS19,Gieï¿½en,GILX,26.6964,-24.3575,14.5162,-50.1537,44.7718,-1.6488,2.3411
426,0.33,1,0.27785,sub-AI07AS19,Gieï¿½en,GILX,-28.649,-64.9855,-46.5315,42.1726,24.0761,-4.5176,-4.2073
428,0.33,1,0.32456,sub-AI07AS19,Gieï¿½en,GILX,-16.5141,0.60007,34.5378,-26.7475,21.786,-4.8009,-6.9653
429,0.66,1,0.33209,sub-AI07AS19,Gieï¿½en,GILX,-47.2593,40.837,22.4545,-15.2504,2.5026,-1.8768,-4.8968
430,0.33,1,0.31818,sub-AI07AS19,Gieï¿½en,GILX,-37.4185,-4.5264,-68.3912,13.3622,-2.2865,0.5218,0.68515
431,1,1,0.321,sub-AI07AS19,Gieï¿½en,GILX,19.8715,-7.9734,51.338,66.3367,5.6098,-6.1352,-0.69825
432,1,1,0.23909,sub-AI07AS19,Gieï¿½en,GILX,-10.4242,-21.7933,8.1962,-23.5563,60.2575,-1.1201,3.1757
433,1,1,0.32291,sub-AI07AS19,Gieï¿½en,GILX,73.1734,46.645,96.5005,80.4921,13.9818,-6.3783,2.1738
434,0,1,0.38806,sub-AI07AS19,Gieï¿½en,GILX,43.7934,14.8036,-46.8087,1.3777,-2.4021,1.0764,5.1821
435,1,1,0.41347,sub-AI07AS19,Gieï¿½en,GILX,1.7094,42.6586,-54.5986,-23.3897,64.9656,-1.4812,6.7543
436,0.33,1,0.34793,sub-AI07AS19,Gieï¿½en,GILX,42.8292,-23.9183,-3.9528,13.3027,-14.7218,0.91117,3.4802
437,1,1,0.21154,sub-AI07AS19,Gieï¿½en,GILX,-15.4817,-13.0331,13.8406,62.351,-34.1623,-1.4021,-3.2575
438,1,1,0.25512,sub-AI07AS19,Gieï¿½en,GILX,17.5788,-24.0168,32.7322,-31.9855,53.4917,-1.0471,10.2872
439,0.66,1,0.30134,sub-AI07AS19,Gieï¿½en,GILX,-37.3137,46.602,-7.5543,35.3067,37.9971,-0.53531,2.2438
440,1,1,0.29129,sub-AI07AS19,Gieï¿½en,GILX,-5.8905,49.8313,11.2049,-13.3468,7.9421,-1.7187,-5.0842
441,1,1,0.18063,sub-AI07AS19,Gieï¿½en,GILX,-41.3702,89.791,32.3291,-53.6718,29.9957,1.5312,2.5681
442,1,1,0.27084,sub-AI07AS19,Gieï¿½en,GILX,28.2663,19.0517,-38.3744,55.2694,-5.5761,-4.1584,9.3621
443,0.66,1,0.26598,sub-AI07AS19,Gieï¿½en,GILX,34.5157,23.3624,66.2547,-8.2308,-2.4778,2.8847,0.15751
444,1,1,0.2151,sub-AI07AS19,Gieï¿½en,GILX,53.3843,11.7601,-15.6191,-43.9773,-30.3175,-7.9223,-0.85802
445,0,1,0.28951,sub-AI07AS19,Gieï¿½en,GILX,-18.8606,83.5927,-56.7065,62.1855,-3.1786,2.0349,-1.6664
446,0.66,1,0.19186,sub-AI07AS19,Gieï¿½en,GILX,6.2749,-7.0312,2.57,3.6781,-44.4328,3.1192,-9.6629
447,0.33,1,0.15908,sub-AI07AS19,Gieï¿½en,GILX,-7.8749,17.5949,-40.2576,7.2002,-28.8007,1.5626,-5.8242
450,0.66,1,0.26399,sub-AI07AS19,Gieï¿½en,GILX,-14.4867,-38.6226,2.857,26.1361,-96.6806,-0.53595,7.0738
452,0.33,1,0.283,sub-AI07AS19,Gieï¿½en,GILX,6.3536,45.4088,14.8302,-3.0122,-109.6474,2.3462,7.7235
453,0.66,1,0.28611,sub-AI07AS19,Gieï¿½en,GILX,55.7725,19.7454,-69.496,68.5393,4.6864,-5.7931,0.57512
454,0.33,1,0.3313,sub-AI07AS19,Gieï¿½en,GILX,-19.021,23.3811,-25.9932,51.2705,5.1593,0.58804,-8.1871
455,1,1,0.25517,sub-AI07AS19,Gieï¿½en,GILX,-22.3112,11.1983,2.4974,8.6492,37.4865,-7.0726,-0.5376
456,0.66,1,0.22841,sub-AI07AS19,Gieï¿½en,GILX,15.2988,63.7245,-21.2907,-21.9469,82.0771,2.9062,6.0352
457,1,1,0.27242,sub-AI07AS19,Gieï¿½en,GILX,47.2162,28.4653,-22.8148,-86.441,29.2773,3.6614,6.7409
458,1,1,0.32895,sub-AI07AS19,Gieï¿½en,GILX,36.3385,-19.3257,-14.5458,-24.5737,42.7605,0.68167,-0.28515
459,1,1,0.1298,sub-AI07AS19,Gieï¿½en,GILX,34.8125,11.575,52.36,19.3693,17.9345,-4.2119,-5.8217
460,0,1,0.32198,sub-AI07AS19,Gieï¿½en,GILX,38.5933,23.6135,-64.0353,21.1983,-35.5112,1.4382,-8.6278
462,0,1,0.32886,sub-AI07AS19,Gieï¿½en,GILX,27.0369,-13.0249,63.4922,-35.9277,-37.1042,-2.3161,-7.2983
463,1,1,0.25825,sub-AI07AS19,Gieï¿½en,GILX,29.8052,-14.3118,84.8627,-39.4285,43.8983,2.4777,-5.1537
464,1,1,0.24832,sub-AI07AS19,Gieï¿½en,GILX,-4.3029,8.4972,-97.9714,-0.23916,23.0235,6.1638,0.73495
465,0,1,0.25063,sub-AI07AS19,Gieï¿½en,GILX,-2.7565,44.7896,67.9561,35.5136,-13.6971,-3.7005,4.7205
466,1,1,0.22248,sub-AI07AS19,Gieï¿½en,GILX,-0.44825,35.0579,-7.0271,-69.812,39.6818,-5.7134,7.5223
467,1,1,0.29986,sub-AI07AS19,Gieï¿½en,GILX,-0.30321,64.7634,-46.852,0.71467,4.4428,2.5158,0.18875
468,0,1,0.32162,sub-AI07AS19,Gieï¿½en,GILX,46.1605,-2.9097,23.5043,-16.681,-70.9058,-3.1772,3.8632
469,1,1,0.35477,sub-AI07AS19,Gieï¿½en,GILX,83.9111,50.3653,-1.4102,20.7715,20.9209,14.0729,-2.1574
470,1,1,0.25549,sub-AI07AS19,Gieï¿½en,GILX,71.5201,-2.8898,-4.8026,-37.9929,-33.971,5.1065,0.34634
471,0.66,1,0.1939,sub-AI07AS19,Gieï¿½en,GILX,-13.1169,-29.2399,55.7292,44.2574,-14.2376,-1.8312,3.7596
472,1,1,0.25602,sub-AI07AS19,Gieï¿½en,GILX,56.0804,-12.7417,-10.2863,-75.4759,16.3404,-8.6377,11.0254
473,1,1,0.2011,sub-AI07AS19,Gieï¿½en,GILX,-20.4599,30.1426,21.1166,124.228,44.2836,4.6506,2.3441
475,0.33,1,0.27341,sub-AI07AS19,Gieï¿½en,GILX,1.157,0.59879,20.4751,-18.8058,-19.5098,-0.096763,0.20553
477,0.66,1,0.23501,sub-AI07AS19,Gieï¿½en,GILX,17.0592,34.4053,36.4106,-0.14329,72.3902,7.0027,-2.7081
478,1,1,0.26527,sub-AI07AS19,Gieï¿½en,GILX,59.6845,42.2726,-51.1663,50.9068,44.4941,11.7319,-2.833
480,1,1,0.33313,sub-AI07AS19,Gieï¿½en,GILX,40.7562,42.3378,3.5794,29.1202,-55.8601,-1.9846,1.119
481,0.66,1,0.26717,sub-AI07AS19,Gieï¿½en,GILX,61.2908,9.7021,28.3674,41.5397,63.1956,1.1321,4.454
483,1,1,0.35252,sub-AI07AS19,Gieï¿½en,GILX,20.5407,30.3294,-59.0741,16.1364,17.96,-0.64974,6.8153
484,1,1,0.22205,sub-AI07AS19,Gieï¿½en,GILX,17.0137,-14.0556,-9.8119,35.355,-40.4035,-0.031912,7.9357
485,1,1,0.24706,sub-AI07AS19,Gieï¿½en,GILX,7.5516,-47.7436,-46.5048,-51.5221,26.5454,-4.6785,-0.8215
486,0.33,1,0.24966,sub-AI07AS19,Gieï¿½en,GILX,27.0579,9.9837,65.5153,20.5614,10.5723,9.7863,6.6288
490,0.33,1,0.34759,sub-AI07AS19,Gieï¿½en,GILX,-20.7989,-39.0348,-32.1585,22.3997,-85.7588,13.1222,7.5878
491,1,1,0.3028,sub-AI07AS19,Gieï¿½en,GILX,-19.8144,-19.1879,-14.6203,-41.2483,102.781,8.589,10.2739
492,1,1,0.21746,sub-AI07AS19,Gieï¿½en,GILX,-4.2349,15.4434,13.8189,51.5131,-19.1042,6.874,2.6547
493,0.66,1,0.23253,sub-AI07AS19,Gieï¿½en,GILX,-40.2225,50.8911,59.1995,11.4081,-121.7399,10.9985,-1.1313
494,0.33,1,0.13116,sub-AI07AS19,Gieï¿½en,GILX,16.1711,52.8179,26.631,-40.3872,7.8225,2.3361,5.9285
495,1,1,0.24783,sub-AI07AS19,Gieï¿½en,GILX,59.5339,25.0295,1.6503,20.8859,7.1101,2.2103,1.6589
496,1,1,0.4571,sub-AI07AS19,Gieï¿½en,GILX,-1.5223,32.9924,39.0665,10.0835,11.5944,1.1176,1.0058
498,1,1,0.33819,sub-AI07AS19,Gieï¿½en,GILX,4.0308,-15.0185,-29.3035,-11.7295,54.7511,-0.29352,3.3197
499,1,1,0.25108,sub-AI07AS19,Gieï¿½en,GILX,43.0926,54.2347,-101.2551,54.9203,24.2026,5.3434,1.5966
500,0.33,1,0.29665,sub-AI07AS19,Gieï¿½en,GILX,23.5181,-12.8051,23.686,-25.9893,-66.2709,0.87998,-0.18754
501,0,1,0.31619,sub-AI07AS19,Gieï¿½en,GILX,-5.2274,43.1513,-39.6385,-67.5261,77.4992,0.70338,3.4714
503,1,1,0.29022,sub-AI07AS19,Gieï¿½en,GILX,64.1377,-19.73,-25.8094,30.1902,8.4215,2.6111,5.1232
505,0.33,1,0.32797,sub-AI07AS19,Gieï¿½en,GILX,-21.2557,1.5311,18.4402,-22.5923,-73.1811,7.6377,5.6915
506,0.33,1,0.38523,sub-AI07AS19,Gieï¿½en,GILX,41.9429,-17.03,19.0039,-4.2462,7.971,6.6331,-3.3036
507,0.66,1,0.19934,sub-AI07AS19,Gieï¿½en,GILX,8.5931,4.8327,-72.2802,50.2121,33.0732,-3.2142,-3.6264
509,0,1,0.29209,sub-AI07AS19,Gieï¿½en,GILX,5.5125,26.3525,36.6846,24.116,-35.6537,2.3298,2.8631
512,1,1,0.23797,sub-AI07AS19,Gieï¿½en,GILX,13.5869,71.1149,9.0757,-34.8277,73.6435,-0.91064,-3.8241
514,1,1,0.27675,sub-AI07AS19,Gieï¿½en,GILX,48.744,-67.2249,-51.4919,9.1076,30.8312,-5.8979,-4.7764
515,1,1,0.34667,sub-AI07AS19,Gieï¿½en,GILX,19.4002,-9.4304,51.2401,-14.961,-29.6748,8.5286,1.2995
516,1,1,0.36655,sub-AI07AS19,Gieï¿½en,GILX,9.2478,-8.2845,13.4316,-50.4238,30.0699,-0.151,0.17672
517,1,1,0.3019,sub-AI07AS19,Gieï¿½en,GILX,-6.4895,20.0808,-35.887,42.452,-2.6798,-0.38691,-6.6935
519,0.66,1,0.35679,sub-AI07AS19,Gieï¿½en,GILX,35.5647,-23.8233,20.2293,46.4139,-40.7412,1.8497,-5.8883
520,1,1,0.25876,sub-AI07AS19,Gieï¿½en,GILX,-46.0733,101.2613,-24.9181,-44.8282,34.7315,1.4381,-6.0798
522,0.66,1,0.30202,sub-AI07AS19,Gieï¿½en,GILX,-31.9587,-49.7403,10.3746,73.8176,-34.3921,-4.2673,0.26712
524,1,1,0.3228,sub-AI07AS19,Gieï¿½en,GILX,-31.377,-30.3053,-14.4545,-2.3122,-71.9392,-0.24988,11.0099
525,1,1,0.30607,sub-AI07AS19,Gieï¿½en,GILX,52.9335,29.227,19.015,2.2089,17.6064,-11.9774,-5.5799
526,1,1,0.22812,sub-AI07AS19,Gieï¿½en,GILX,22.7212,35.4702,-3.0001,48.3806,-21.069,3.5573,-6.4951
527,0.66,1,0.31295,sub-AI07AS19,Gieï¿½en,GILX,33.7112,28.7882,46.0265,51.0721,-5.2741,-4.2921,1.1418
529,0.66,1,0.35876,sub-AI07AS19,Gieï¿½en,GILX,31.5569,75.5533,11.4525,-114.6246,90.521,3.0029,5.8106
530,1,1,0.24023,sub-AI07AS19,Gieï¿½en,GILX,32.6582,-47.7989,-45.0568,69.0605,28.5114,4.334,5.157
531,1,1,0.28522,sub-AI07AS19,Gieï¿½en,GILX,-16.5605,-32.4741,-26.4735,6.6896,22.2056,4.1516,-0.69413
533,1,1,0.46108,sub-AI07AS19,Gieï¿½en,GILX,46.1844,-2.1353,-7.444,-8.2028,3.5107,-0.62725,5.2772
534,1,1,0.37277,sub-AI07AS19,Gieï¿½en,GILX,36.7666,74.3479,-18.0902,53.6852,79.9276,-2.0721,4.4697
535,1,1,0.26474,sub-AI07AS19,Gieï¿½en,GILX,63.5627,-5.7739,39.1448,22.5564,-14.8781,5.2504,2.8667
536,1,1,0.36357,sub-AI07AS19,Gieï¿½en,GILX,-72.2398,24.3741,18.4113,-11.4086,58.0924,2.6972,1.8703
537,0.66,1,0.28184,sub-AI07AS19,Gieï¿½en,GILX,44.5003,-3.1337,13.4095,29.502,-70.2503,5.1118,4.3114
538,0.33,1,0.21623,sub-AI07AS19,Gieï¿½en,GILX,75.4375,2.4621,25.8098,36.6522,20.0287,8.7741,-4.3578
540,1,1,0.23796,sub-AI07AS19,Gieï¿½en,GILX,40.4537,32.2039,-35.2428,-40.0878,-4.9917,-4.1711,6.3262
541,0,1,0.36328,sub-AI07AS19,Gieï¿½en,GILX,-7.8214,30.7366,11.2682,34.6313,50.6173,2.5438,-1.266
542,1,1,0.28683,sub-AI07AS19,Gieï¿½en,GILX,62.9321,46.3797,35.1867,34.3946,-17.6788,2.6441,-4.0762
543,1,1,0.28649,sub-AI07AS19,Gieï¿½en,GILX,12.8645,38.1535,91.5851,-13.006,60.2175,8.0912,-2.6481
544,0.66,1,0.30095,sub-AI07AS19,Gieï¿½en,GILX,62.1804,19.3949,27.2366,67.2375,10.1818,-0.77225,7.8833
546,0,1,0.26148,sub-AI07AS19,Gieï¿½en,GILX,26.1595,22.3186,1.6969,15.3213,-51.7945,4.579,-0.59735
547,0.33,1,0.21807,sub-AI07AS19,Gieï¿½en,GILX,92.499,16.5445,40.2903,-52.9839,24.0936,8.395,8.2885
548,1,1,0.38582,sub-AI07AS19,Gieï¿½en,GILX,-15.0565,66.0221,-42.1089,54.7211,-21.9985,10.5812,3.3958
549,1,1,0.27561,sub-AI07AS19,Gieï¿½en,GILX,35.63,15.5275,46.4706,-26.3801,-80.447,1.4919,8.6525
550,0.33,1,0.30053,sub-AI07AS19,Gieï¿½en,GILX,-28.7222,13.6544,6.032,15.7504,121.3907,-1.2489,-0.0094807
552,1,1,0.37486,sub-AI07AS19,Gieï¿½en,GILX,-46.6456,-7.5351,-38.4768,-21.7515,44.4041,1.3425,1.8282
553,0.66,1,0.31679,sub-AI07AS19,Gieï¿½en,GILX,40.4277,24.0356,63.7597,7.8579,-77.5732,7.2169,1.6144
554,1,1,0.29461,sub-AI07AS19,Gieï¿½en,GILX,36.5363,16.0296,5.7652,-13.2937,-34.0065,1.6889,6.4528
555,1,1,0.34692,sub-AI07AS19,Gieï¿½en,GILX,33.3859,17.0389,-15.7853,-16.6513,6.7548,1.5423,1.1216
557,1,1,0.28894,sub-AI07AS19,Gieï¿½en,GILX,13.4759,22.4268,95.3611,-38.371,40.7976,-5.0402,-4.1785
558,1,1,0.14995,sub-AI07AS19,Gieï¿½en,GILX,39.3618,77.2261,33.8994,-70.7562,38.0628,12.9977,-2.9845
559,1,1,0.2866,sub-AI07AS19,Gieï¿½en,GILX,76.0676,-31.6121,-44.2,69.6758,31.9883,-2.5481,13.9656
560,0.33,1,0.23897,sub-AI07AS19,Gieï¿½en,GILX,6.6846,-21.277,22.1791,-36.4309,-21.9584,-5.8654,4.9427
562,0,1,0.39113,sub-AI07AS19,Gieï¿½en,GILX,13.7235,17.9024,12.4412,-65.5251,-45.209,-8.6667,7.3158
563,0,1,0.37464,sub-AI07AS19,Gieï¿½en,GILX,15.5576,13.67,-107.9399,28.6834,18.8239,-1.8067,3.9843
565,1,1,0.29337,sub-AI07AS19,Gieï¿½en,GILX,33.5248,-45.1019,13.1829,48.5222,-19.5047,-1.3804,1.9398
568,1,1,0.27588,sub-AI07AS19,Gieï¿½en,GILX,-7.0356,-52.0516,28.9737,-23.5839,-3.6203,2.3471,6.0052
569,0.66,1,0.40649,sub-AI07AS19,Gieï¿½en,GILX,52.1146,-42.0272,-3.4183,23.5198,53.9121,-0.24778,3.3599
571,1,1,0.31349,sub-AI07AS19,Gieï¿½en,GILX,52.9302,-18.0321,72.0657,-2.0079,-71.4219,9.4476,0.06284
572,0.33,1,0.32449,sub-AI07AS19,Gieï¿½en,GILX,30.964,33.9264,-100.0034,-11.776,28.6329,2.578,7.5072
573,0.66,1,0.36258,sub-AI07AS19,Gieï¿½en,GILX,-15.6734,30.2927,19.4657,35.2531,29.0345,7.0922,4.2451
574,0,1,0.35877,sub-AI07AS19,Gieï¿½en,GILX,24.9824,-27.6506,51.7387,30.0497,-81.9734,10.711,-5.5888
575,0.66,1,0.25793,sub-AI07AS19,Gieï¿½en,GILX,-2.6312,6.0948,72.8761,-49.3537,33.3515,2.5427,-6.6387
0,0,1,0.34039,sub-AI09ID16,Hamburg_Wacker,HWHG,-44.7227,180.1396,-109.2449,-8.7831,-89.8259,-1.3659,-3.0749
1,0.66,1,0.12395,sub-AI09ID16,Hamburg_Wacker,HWHG,-67.0514,181.0105,-107.6105,5.4323,-203.1614,0.091533,-3.3169
7,0.66,1,0.1542,sub-AI09ID16,Hamburg_Wacker,HWHG,136.9822,76.4259,-152.0965,36.8185,-60.703,-3.5692,-6.7383
8,0.66,1,0.2635,sub-AI09ID16,Hamburg_Wacker,HWHG,169.3094,73.7787,78.8709,-67.3613,-258.2115,-3.6858,-6.2676
15,1,1,0.33285,sub-AI09ID16,Hamburg_Wacker,HWHG,-106.2236,-388.8371,33.06,-78.7648,-251.5898,3.4954,-11.0319
16,1,1,0.31148,sub-AI09ID16,Hamburg_Wacker,HWHG,-131.4157,-396.391,152.455,-38.5629,-270.6271,4.9673,-11.329
21,0,1,0.66576,sub-AI09ID16,Hamburg_Wacker,HWHG,210.0314,12.8902,-70.2775,156.2135,159.6923,-1.5709,1.3324
27,0,1,0.11566,sub-AI09ID16,Hamburg_Wacker,HWHG,180.9041,6.009,-38.8297,130.1495,136.2267,-1.4683,1.3033
32,0,1,0.34627,sub-AI09ID16,Hamburg_Wacker,HWHG,390.5038,285.6718,-136.1436,109.0129,46.9264,-3.8988,5.8905
34,1,1,0.21414,sub-AI09ID16,Hamburg_Wacker,HWHG,384.9208,293.7965,211.8985,32.1389,29.435,-3.776,5.4993
38,1,1,0.20687,sub-AI09ID16,Hamburg_Wacker,HWHG,199.322,90.4329,224.0392,-36.9432,-9.3493,-5.5114,0.009055
44,1,1,0.59824,sub-AI09ID16,Hamburg_Wacker,HWHG,213.9591,74.5405,158.1812,10.6996,-106.0474,-4.9181,-0.41395
48,1,1,0.44486,sub-AI09ID16,Hamburg_Wacker,HWHG,-93.998,356.7833,520.3928,-124.6553,548.9413,6.0644,1.622
49,0.33,1,0.13652,sub-AI09ID16,Hamburg_Wacker,HWHG,-92.1737,370.7412,501.7919,-75.5355,477.6476,6.1975,1.1143
51,1,1,0.14468,sub-AI09ID16,Hamburg_Wacker,HWHG,320.7911,130.9066,533.9092,-151.4604,448.4866,2.064,-7.8335
52,0.66,1,0.57515,sub-AI09ID16,Hamburg_Wacker,HWHG,364.0991,138.1967,346.1685,5.3019,379.8323,2.0615,-7.2241
62,1,1,0.68072,sub-AI09ID16,Hamburg_Wacker,HWHG,-366.286,-432.8707,275.7466,-4.8467,414.822,-3.3669,-3.5592
64,1,1,0.1174,sub-AI09ID16,Hamburg_Wacker,HWHG,-389.9698,-440.195,371.2484,18.7525,385.7968,-3.5886,-3.0228
65,1,1,0.17794,sub-AI09ID16,Hamburg_Wacker,HWHG,-216.0702,-144.4435,-280.3796,-42.3472,203.2954,4.6968,-6.1821
66,1,1,0.33892,sub-AI09ID16,Hamburg_Wacker,HWHG,-210.5722,-152.5865,-293.0539,-57.6997,100.6493,4.4752,-5.485
68,1,1,0.26615,sub-AI09ID16,Hamburg_Wacker,HWHG,326.0663,73.2609,-254.4317,-40.1378,73.0191,-5.0855,1.1049
72,0.33,1,0.59278,sub-AI09ID16,Hamburg_Wacker,HWHG,338.9362,78.5889,439.6331,45.3373,-564.3817,-6.038,1.1321
77,1,1,0.12672,sub-AI09ID16,Hamburg_Wacker,HWHG,-5.5765,-541.3437,369.4432,53.3128,-565.9705,-2.3825,-4.0293
79,1,1,0.73445,sub-AI09ID16,Hamburg_Wacker,HWHG,4.9951,-552.1625,478.7084,31.8631,-619.3006,-2.2879,-4.0993
84,1,1,0.10864,sub-AI09ID16,Hamburg_Wacker,HWHG,453.7915,63.5256,-499.6609,34.8249,-212.2692,-5.5912,-1.9915
85,0.33,1,0.22629,sub-AI09ID16,Hamburg_Wacker,HWHG,489.4145,55.7546,-511.9372,0.74529,-219.6038,-4.518,-2.6438
86,1,1,0.15426,sub-AI09ID16,Hamburg_Wacker,HWHG,379.1186,-100.3624,-577.1192,-32.2417,-186.3695,-1.4119,5.595
87,0,1,0.16223,sub-AI09ID16,Hamburg_Wacker,HWHG,404.0407,-117.0387,-207.2157,376.2318,-49.9854,-1.9189,5.4375
89,1,1,0.12579,sub-AI09ID16,Hamburg_Wacker,HWHG,-294.2111,66.1981,-262.0609,344.6993,-11.1008,13.5396,10.0617
92,1,1,0.43744,sub-AI09ID16,Hamburg_Wacker,HWHG,-295.2838,120.4207,-176.5123,330.1954,-70.9353,10.9925,9.8048
94,1,1,0.19279,sub-AI09ID16,Hamburg_Wacker,HWHG,-100.6003,-210.8153,360.5806,173.8346,318.1018,-6.6854,5.6544
95,0.66,1,0.45405,sub-AI09ID16,Hamburg_Wacker,HWHG,-62.6063,-228.897,304.3669,201.5848,309.6744,-6.9137,5.6506
97,1,1,0.14112,sub-AI09ID16,Hamburg_Wacker,HWHG,53.6537,12.937,362.3002,195.5392,303.5668,-0.55958,-3.9668
99,0.66,1,0.19562,sub-AI09ID16,Hamburg_Wacker,HWHG,61.5805,9.3374,-146.1237,36.9275,-387.8968,0.6744,-4.1221
101,1,1,0.49819,sub-AI09ID16,Hamburg_Wacker,HWHG,-24.4345,-110.341,-175.509,-14.6686,-346.9359,5.0849,12.007
104,1,1,0.13716,sub-AI09ID16,Hamburg_Wacker,HWHG,16.0815,-91.367,-181.7514,63.2676,-346.2264,5.3231,11.8864
109,0.33,1,0.17951,sub-AI09ID16,Hamburg_Wacker,HWHG,82.2511,282.066,646.3334,217.148,-57.7356,1.6255,3.1774
113,0.33,1,0.26034,sub-AI09ID16,Hamburg_Wacker,HWHG,78.8672,300.5946,543.1734,127.7795,-224.1918,2.6142,3.2492
114,1,1,0.17238,sub-AI09ID16,Hamburg_Wacker,HWHG,33.2304,546.6998,590.7123,76.3704,-147.0449,3.1932,5.9503
117,0,1,0.78893,sub-AI09ID16,Hamburg_Wacker,HWHG,16.1374,530.2616,407.656,54.9673,-62.9578,3.0338,5.9651
119,1,1,0.79963,sub-AI09ID16,Hamburg_Wacker,HWHG,292.6163,50.6989,369.2666,96.1119,-136.949,4.3245,-5.0139
125,1,1,0.13007,sub-AI09ID16,Hamburg_Wacker,HWHG,297.4564,74.4533,348.1383,102.7434,-197.2897,4.6028,-4.9199
127,0,1,0.42607,sub-AI09ID16,Hamburg_Wacker,HWHG,-83.8762,-348.3339,-336.4683,82.4588,308.037,-7.2039,-0.2047
128,0.66,1,0.17487,sub-AI09ID16,Hamburg_Wacker,HWHG,-87.794,-345.715,-366.4795,12.4985,265.3909,-7.1033,-0.30954
132,0,1,0.10291,sub-AI09ID16,Hamburg_Wacker,HWHG,46.2856,-112.976,-349.356,9.8238,194.8685,5.1803,-8.4875
133,0.33,1,0.58425,sub-AI09ID16,Hamburg_Wacker,HWHG,58.9823,-118.5287,-94.5626,251.7639,-131.0498,4.7956,-8.4221
134,0.33,1,0.11087,sub-AI09ID16,Hamburg_Wacker,HWHG,5.1324,-92.3692,-147.8973,176.8702,-110.8518,9.065,5.9882
149,0.66,1,0.66939,sub-AI09ID16,Hamburg_Wacker,HWHG,42.077,-103.7594,-85.4585,161.1381,-71.7487,9.1377,5.522
154,0.33,1,0.26267,sub-AI09ID16,Hamburg_Wacker,HWHG,87.4651,290.2601,19.5542,-620.3579,-160.5288,-4.5515,-0.94673
156,0.66,1,0.43622,sub-AI09ID16,Hamburg_Wacker,HWHG,76.5327,293.4558,-91.1023,-543.4144,-199.5006,-4.7764,-1.5155
158,0.66,1,0.49316,sub-AI09ID16,Hamburg_Wacker,HWHG,-118.2858,-99.3161,-60.6106,-535.5735,-165.8371,10.672,-1.7477
159,1,1,0.16246,sub-AI09ID16,Hamburg_Wacker,HWHG,-88.7034,-97.17,39.4452,-189.1561,-318.697,11.176,-1.3705
163,1,1,0.11037,sub-AI09ID16,Hamburg_Wacker,HWHG,23.6685,-106.4498,42.6694,-107.4068,-266.5115,-5.8081,4.6263
168,1,1,0.65559,sub-AI09ID16,Hamburg_Wacker,HWHG,40.529,-70.9172,13.5218,-101.6152,-310.5145,-5.6759,4.5216
172,1,1,0.25731,sub-AI09ID16,Hamburg_Wacker,HWHG,175.0293,-147.2514,-82.6925,114.2831,-1069.9688,-0.75474,4.252
186,1,1,0.11091,sub-AI09ID16,Hamburg_Wacker,HWHG,172.2347,-139.8611,-16.371,56.1732,-978.7867,-0.54102,4.2579
193,0.33,1,0.26575,sub-AI09ID16,Hamburg_Wacker,HWHG,33.403,135.0662,-72.4792,114.5196,-1015.3327,-2.2916,1.2261
203,1,1,0.13131,sub-AI09ID16,Hamburg_Wacker,HWHG,40.5654,155.914,-286.28,187.9298,19.6816,-3.0469,1.7261
