Instruction_Condition,MarkCondition,Type,Letter,CorrectResponse,Condition,RandomizeBlocks.thisRepN,RandomizeBlocks.thisTrialN,RandomizeBlocks.thisN,RandomizeBlocks.thisIndex,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Trials.thisRepN,Trials.thisTrialN,Trials.thisN,Trials.thisIndex,Target_Mapping,Fixation_practice.started,Fixation_practice.stopped,Target_practice.started,Target_practice.stopped,Target_resp_practice.keys,Target_resp_practice.corr,Target_resp_practice.started,Target_resp_practice.stopped,ITI_resp_practice.started,ITI_resp_practice.stopped,ITI_Duration,ITI.started,ITI.stopped,square2.started,square2.stopped,Target_resp_practice.rt,Instr_Repe.started,Instr_Repe.stopped,Trigger_Target,TriggerResp,Fixation.started,Fixation.stopped,Target.started,Target.stopped,Target_resp.keys,Target_resp.corr,Target_resp.started,Target_resp.stopped,ITI_resp.started,ITI_resp.stopped,square1.started,square1.stopped,showReminder,ReminderErrors.started,ReminderErrors.stopped,ReminderErrorsResp.keys,ReminderErrorsResp.started,ReminderErrorsResp.stopped,break_block.started,break_block.stopped,break_block_resp.keys,Target_resp.rt,break_block_resp.rt,SelfReport.started,SelfReport.stopped,anxious.response,anxious.rt,peppy.response,peppy.rt,peeved.response,peeved.rt,happy.response,happy.rt,tired.response,tired.rt,relaxed.response,relaxed.rt,sad.response,sad.rt,calm.response,calm.rt,exhausted.response,exhausted.rt,irritated.response,irritated.rt,break_cond.started,break_cond.stopped,break_cond_resp.keys,break_cond_resp.rt,ReminderErrorsResp.rt,participant,session,EEGPort,LogFilesFolder,date,expName,psychopyVersion,frameRate,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,Go,go,4,1,0,0,0,1,,,,,43,0,129,1,,,,,,,,,,,,1,378.84845659999974,None,378.84845659999974,None,,,,201,211,378.0426477000001,378.5448220999997,378.5283067999999,378.6282603999998,4,1,378.5283067999999,None,378.6282603999998,None,378.5283067999999,None,False,None,None,None,None,None,None,None,None,0.291198699999768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,Go,go,4,1,0,0,0,1,,,,,43,1,130,0,,,,,,,,,,,,1,380.6666691999999,None,380.6666691999999,None,,,,201,211,379.8761886000002,380.37821819999954,380.3615694,380.4615880000001,4,1,380.3615694,None,380.4615880000001,None,380.3615694,None,False,None,None,None,None,None,None,None,None,0.2762236999997185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,NoGo,nogo,None,2,0,0,0,1,,,,,43,2,131,2,,,,,,,,,,,,0.9,382.87908830000015,None,382.87908830000015,None,,,,202,0,381.6815452000001,382.1942567999995,382.1779722000001,382.2781563999997,None,1,382.1779722000001,None,382.2781563999997,None,382.1779722000001,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,Go,go,4,1,0,0,0,1,,,,,44,0,132,0,,,,,,,,,,,,1,384.74773129999994,None,384.74773129999994,None,,,,201,211,383.77980370000023,384.2946388999999,384.2783295999998,384.37820869999996,4,1,384.2783295999998,None,384.37820869999996,None,384.2783295999998,None,False,None,None,None,None,None,None,None,None,0.4422690999999759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,Go,go,4,1,0,0,0,1,,,,,44,1,133,1,,,,,,,,,,,,1,386.5976498,None,386.5976498,None,,,,201,211,385.77609049999955,386.2781447999996,386.2616501000002,386.36153269999977,4,1,386.2616501000002,None,386.36153269999977,None,386.2616501000002,None,False,None,None,None,None,None,None,None,None,0.31090779999976803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,Go,go,4,1,0,0,0,1,,,,,44,2,134,1,,,,,,,,,,,,1,388.4140084999999,None,388.4140084999999,None,,,,201,211,387.62587059999987,388.1280746000002,388.11157339999954,388.2116272000003,4,1,388.11157339999954,None,388.2116272000003,None,388.11157339999954,None,False,None,None,None,None,None,None,None,None,0.2772040999998353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,Go,go,4,1,0,0,0,1,,,,,45,0,135,1,,,,,,,,,,,,1,390.2482033999995,None,390.2482033999995,None,,,,201,211,389.4426502999995,389.94475280000006,389.9282696,390.02822749999996,4,1,389.9282696,None,390.02822749999996,None,389.9282696,None,False,None,None,None,None,None,None,None,None,0.29922480000004725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,Go,go,4,1,0,0,0,1,,,,,45,1,136,0,,,,,,,,,,,,1,392.08093519999966,None,392.08093519999966,None,,,,201,211,391.26235149999957,391.7615649999998,391.7615649999998,391.8615516,4,1,391.7615649999998,None,391.8615516,None,391.7615649999998,None,False,None,None,None,None,None,None,None,None,0.29018919999998616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,NoGo,nogo,None,2,0,0,0,1,,,,,45,2,137,2,,,,,,,,,,,,0.9,394.2956199,None,394.2956199,None,,,,202,0,393.0964369000003,393.61158049999995,393.59492880000016,393.69494459999987,None,1,393.59492880000016,None,393.69494459999987,None,393.59492880000016,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,Go,go,4,1,0,0,0,1,,,,,46,0,138,1,,,,,,,,,,,,1,395.9979648999997,None,395.9979648999997,None,,,,201,211,395.20900100000017,395.71153219999997,395.69490010000027,395.7948465999998,4,1,395.69490010000027,None,395.7948465999998,None,395.69490010000027,None,False,None,None,None,None,None,None,None,None,0.2815589000001637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,Go,go,4,1,0,0,0,1,,,,,46,1,139,1,,,,,,,,,,,,1,397.86705809999967,None,397.86705809999967,None,,,,201,211,397.02613699999984,397.52803289999974,397.51172339999994,397.61160370000016,4,1,397.51172339999994,None,397.61160370000016,None,397.51172339999994,None,False,None,None,None,None,None,None,None,None,0.3327460999998948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,Go,go,4,1,0,0,0,1,,,,,46,2,140,1,,,,,,,,,,,,1,399.75003749999996,None,399.75003749999996,None,,,,201,211,398.8925282,399.39467700000023,399.37812529999974,399.4780848999999,4,1,399.37812529999974,None,399.4780848999999,None,399.37812529999974,None,False,None,None,None,None,None,None,None,None,0.3412644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,NoGo,nogo,None,2,0,0,0,1,,,,,47,0,141,2,,,,,,,,,,,,1,401.53106430000025,None,401.53106430000025,None,,,,202,220,400.7621178999998,401.2616301999997,401.2616301999997,401.3615952,4,0,401.2616301999997,None,401.3615952,None,401.2616301999997,None,False,None,None,None,None,None,None,None,None,0.23581279999962135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,Go,go,4,1,0,0,0,1,,,,,47,1,142,0,,,,,,,,,,,,1,403.61355230000026,None,403.61355230000026,None,,,,201,211,402.5463311000003,403.06123899999966,403.04498859999967,403.1448488999995,4,1,403.04498859999967,None,403.1448488999995,None,403.04498859999967,None,False,None,None,None,None,None,None,None,None,0.5454594000002544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,Go,go,4,1,0,0,0,1,,,,,47,2,143,0,,,,,,,,,,,,1,405.4830767000003,None,405.4830767000003,None,,,,201,211,404.64243720000013,405.1447269999999,405.12825389999944,405.2282073999995,4,1,405.12825389999944,None,405.2282073999995,None,405.12825389999944,None,False,None,None,None,None,None,None,None,None,0.33436929999970744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,Go,go,4,1,0,0,0,1,,,,,48,0,144,1,,,,,,,,,,,,1,407.3805897000002,None,407.3805897000002,None,,,,201,211,406.50926960000015,407.0113921000002,406.9949313999996,407.09485849999965,4,1,406.9949313999996,None,407.09485849999965,None,406.9949313999996,None,False,None,None,None,None,None,None,None,None,0.36767710000003717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,Go,go,4,1,0,0,0,1,,,,,48,1,145,0,,,,,,,,,,,,1,409.2330890000003,None,409.2330890000003,None,,,,201,211,408.40928019999956,408.91137100000014,408.89479029999984,408.9946361000002,4,1,408.89479029999984,None,408.9946361000002,None,408.89479029999984,None,False,None,None,None,None,None,None,None,None,0.3140569000006508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,Go,go,4,1,0,0,0,1,,,,,48,2,146,1,,,,,,,,,,,,1,411.23323749999963,None,411.23323749999963,None,,,,201,211,410.25946939999994,410.7608100999996,410.74487299999964,410.8449252999999,4,1,410.74487299999964,None,410.8449252999999,None,410.74487299999964,None,False,None,None,None,None,None,None,None,None,0.45853580000039074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,Go,go,4,1,0,0,0,1,,,,,49,0,147,0,,,,,,,,,,,,1,413.0990056999999,None,413.0990056999999,None,,,,201,211,412.25929300000007,412.7613951000003,412.74497019999944,412.84485870000026,4,1,412.74497019999944,None,412.84485870000026,None,412.74497019999944,None,False,None,None,None,None,None,None,None,None,0.32950419999997393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,Go,go,4,1,0,0,0,1,,,,,49,1,148,1,,,,,,,,,,,,1,414.9671338999997,None,414.9671338999997,None,,,,201,211,414.12588249999953,414.62803220000023,414.6117217000001,414.7114352999997,4,1,414.6117217000001,None,414.7114352999997,None,414.6117217000001,None,False,None,None,None,None,None,None,None,None,0.32372100000065984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,Go,go,4,1,0,0,0,1,,,,,49,2,149,0,,,,,,,,,,,,1,416.78317999999945,None,416.78317999999945,None,,,,201,211,415.9927666000003,416.4948231999997,416.4782132999999,416.57819949999976,4,1,416.4782132999999,None,416.57819949999976,None,416.4782132999999,None,False,None,None,None,None,None,None,None,None,0.28423149999980524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,NoGo,nogo,None,2,0,0,0,1,,,,,50,0,150,2,,,,,,,,,,,,0.9,419.0093001999994,None,419.0093001999994,None,,,,202,0,417.7954080999998,418.29480669999975,418.29480669999975,418.39480079999976,None,1,418.29480669999975,None,418.39480079999976,None,418.29480669999975,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,NoGo,nogo,None,2,0,0,0,1,,,,,50,1,151,2,,,,,,,,,,,,1,420.96709610000016,None,420.96709610000016,None,,,,202,220,419.9259482999996,420.4281341999995,420.4114571,420.5115708000003,4,0,420.4114571,None,420.5115708000003,None,420.4114571,None,False,None,None,None,None,None,None,None,None,0.533880599999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,NoGo,nogo,None,2,0,0,0,1,,,,,50,2,152,2,,,,,,,,,,,,0.9,423.16015609999977,None,423.16015609999977,None,,,,202,0,421.9768760999996,422.47695029999977,422.4602414000001,422.5602024,None,1,422.4602414000001,None,422.5602024,None,422.4602414000001,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,Go,go,4,1,0,0,0,1,,,,,51,0,153,0,,,,,,,,,,,,1,425.02900950000003,None,425.02900950000003,None,,,,201,211,424.06016,424.56026269999984,424.54358779999984,424.6435802999995,4,1,424.54358779999984,None,424.6435802999995,None,424.54358779999984,None,False,None,None,None,None,None,None,None,None,0.46561060000021826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,Go,go,4,1,0,0,0,1,,,,,51,1,154,1,,,,,,,,,,,,1,426.9663824999998,None,426.9663824999998,None,,,,201,211,426.0435729000001,426.5435516999996,426.5268944999998,426.6268799999998,4,1,426.5268944999998,None,426.6268799999998,None,426.5268944999998,None,False,None,None,None,None,None,None,None,None,0.4085263999995732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,Go,go,4,1,0,0,0,1,,,,,51,2,155,1,,,,,,,,,,,,1,428.8997637000002,None,428.8997637000002,None,,,,201,211,427.99252569999953,428.49467319999985,428.47807190000003,428.57811260000017,4,1,428.47807190000003,None,428.57811260000017,None,428.47807190000003,None,False,None,None,None,None,None,None,None,None,0.3943775999996433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,Go,go,4,1,0,0,0,1,,,,,52,0,156,1,,,,,,,,,,,,1,430.98156500000005,None,430.98156500000005,None,,,,201,211,429.9259946000002,430.4281160999999,430.41157490000023,430.51147690000016,4,1,430.41157490000023,None,430.51147690000016,None,430.41157490000023,None,False,None,None,None,None,None,None,None,None,0.5458896000000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,Go,go,4,1,0,0,0,1,,,,,52,1,157,0,,,,,,,,,,,,1,432.91360650000024,None,432.91360650000024,None,,,,201,211,432.0093889,432.5113306000003,432.49493939999957,432.59492109999974,4,1,432.49493939999957,None,432.59492109999974,None,432.49493939999957,None,False,None,None,None,None,None,None,None,None,0.3865021000001434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,NoGo,nogo,None,2,0,0,0,1,,,,,52,2,158,2,,,,,,,,,,,,0.9,435.12888079999993,None,435.12888079999993,None,,,,202,0,433.9296755999994,434.4446243000002,434.42816179999954,434.52822579999975,None,1,434.42816179999954,None,434.52822579999975,None,434.42816179999954,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,NoGo,nogo,None,2,0,0,0,1,,,,,53,0,159,2,,,,,,,,,,,,0.9,437.2291908999996,None,437.2291908999996,None,,,,202,0,436.0424997,436.5448051000003,436.52828769999996,436.6282228,None,1,436.52828769999996,None,436.6282228,None,436.52828769999996,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,NoGo,nogo,None,2,0,0,0,1,,,,,53,1,160,2,,,,,,,,,,,,0.9,439.32920620000004,None,439.32920620000004,None,,,,202,0,438.1423888999998,438.64474789999986,438.62822809999943,438.72816049999983,None,1,438.62822809999943,None,438.72816049999983,None,438.62822809999943,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,Go,go,4,1,0,0,0,1,,,,,53,2,161,0,,,,,,,,,,,,1,441.08028250000007,None,441.08028250000007,None,,,,201,211,440.2289380000002,440.7281959000002,440.7281959000002,440.8277599000003,4,1,440.7281959000002,None,440.8277599000003,None,440.7281959000002,None,False,None,None,None,None,None,None,None,None,0.3192349999999351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,Go,go,4,1,0,0,0,1,,,,,54,0,162,1,,,,,,,,,,,,1,443.09802519999994,None,443.09802519999994,None,,,,201,211,442.10912759999974,442.61099300000024,442.5948331999998,442.69486849999976,4,1,442.5948331999998,None,442.69486849999976,None,442.5948331999998,None,False,None,None,None,None,None,None,None,None,0.4715394999993805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,Go,go,4,1,0,0,0,1,,,,,54,1,163,0,,,,,,,,,,,,1,444.96705889999976,None,444.96705889999976,None,,,,201,211,444.1259731,444.6279744000003,444.61157099999946,444.7114316999996,4,1,444.61157099999946,None,444.7114316999996,None,444.61157099999946,None,False,None,None,None,None,None,None,None,None,0.32693510000081005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,NoGo,nogo,None,2,0,0,0,1,,,,,54,2,164,2,,,,,,,,,,,,1,446.86660419999953,None,446.86660419999953,None,,,,202,220,445.9796170999998,446.49466699999994,446.4781377999998,446.5780754999996,4,0,446.4781377999998,None,446.5780754999996,None,446.4781377999998,None,False,None,None,None,None,None,None,None,None,0.3662678999999116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,Go,go,4,1,0,0,0,1,,,,,55,0,165,0,,,,,,,,,,,,1,448.71343460000026,None,448.71343460000026,None,,,,201,211,447.8788013000003,448.37804869999945,448.37804869999945,448.4780608000001,4,1,448.37804869999945,None,448.4780608000001,None,448.37804869999945,None,False,None,None,None,None,None,None,None,None,0.31382599999960803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,NoGo,nogo,None,2,0,0,0,1,,,,,55,1,166,2,,,,,,,,,,,,0.9,450.9291567999999,None,450.9291567999999,None,,,,202,0,449.74233559999993,450.2445238999999,450.22822149999956,450.32818059999954,None,1,450.22822149999956,None,450.32818059999954,None,450.22822149999956,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
