Instruction_Condition,MarkCondition,Type,Letter,CorrectResponse,Condition,RandomizeBlocks.thisRepN,RandomizeBlocks.thisTrialN,RandomizeBlocks.thisN,RandomizeBlocks.thisIndex,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Trials.thisRepN,Trials.thisTrialN,Trials.thisN,Trials.thisIndex,Target_Mapping,Fixation_practice.started,Fixation_practice.stopped,Target_practice.started,Target_practice.stopped,Target_resp_practice.keys,Target_resp_practice.corr,Target_resp_practice.started,Target_resp_practice.stopped,ITI_resp_practice.started,ITI_resp_practice.stopped,ITI_Duration,ITI.started,ITI.stopped,square2.started,square2.stopped,Target_resp_practice.rt,Instr_Repe.started,Instr_Repe.stopped,Trigger_Target,TriggerResp,Fixation.started,Fixation.stopped,Target.started,Target.stopped,Target_resp.keys,Target_resp.corr,Target_resp.rt,Target_resp.started,Target_resp.stopped,ITI_resp.started,ITI_resp.stopped,square1.started,square1.stopped,showReminder,ReminderErrors.started,ReminderErrors.stopped,ReminderErrorsResp.keys,ReminderErrorsResp.started,ReminderErrorsResp.stopped,break_block.started,break_block.stopped,break_block_resp.keys,break_block_resp.rt,SelfReport.started,SelfReport.stopped,anxious.response,anxious.rt,peppy.response,peppy.rt,peeved.response,peeved.rt,happy.response,happy.rt,tired.response,tired.rt,relaxed.response,relaxed.rt,sad.response,sad.rt,calm.response,calm.rt,exhausted.response,exhausted.rt,irritated.response,irritated.rt,break_cond.started,break_cond.stopped,break_cond_resp.keys,break_cond_resp.rt,participant,session,EEGPort,LogFilesFolder,date,expName,psychopyVersion,frameRate,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,35,2,107,0,,,,,,,,,,,,1,637.140822354173,None,637.140822354173,None,,,,101,111,636.4063720707054,636.9068357406541,636.8901549990733,636.990238865139,4,1,0.20293049909741967,636.8901549990733,None,636.990238865139,None,636.8901549990733,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,0,0,0,,,,,36,0,108,2,,,,,,,,,,,,0.9,639.3255835254968,None,639.3255835254968,None,,,,102,0,638.1412225776221,638.6416448250275,638.6249646668621,638.7250485329278,None,1,,638.6249646668621,None,638.7250485329278,None,638.6249646668621,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,0,0,0,,,,,36,1,109,2,,,,,,,,,,,,1,640.8106318833998,None,640.8106318833998,None,,,,102,120,640.2263304439657,640.7267532747865,640.7100719497903,None,4,0,0.05592451762277051,640.7100719497903,None,None,None,640.7100719497903,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,36,2,110,1,,,,,,,,,,,,1,642.5788012841003,None,642.5788012841003,None,,,,101,111,641.8110143126578,642.311434226398,642.2947739043811,642.3948391011327,4,1,0.2501767021531123,642.2947739043811,None,642.3948391011327,None,642.2947739043811,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,0,0,0,,,,,37,0,111,2,,,,,,,,,,,,0.9,644.7635434944023,None,644.7635434944023,None,,,,102,0,643.579182546524,644.079605085637,644.0629263860137,644.1630105437871,None,1,,644.0629263860137,None,644.1630105437871,None,644.0629263860137,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,37,1,112,0,,,,,,,,,,,,1,646.498788682311,None,646.498788682311,None,,,,101,111,645.664292454825,646.164714702234,646.1480327938189,646.2481184101343,4,1,0.3098493765464809,646.1480327938189,None,646.2481184101343,None,646.1480327938189,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,0,0,0,,,,,37,2,113,2,,,,,,,,,,,,0.9,648.6835504370538,None,648.6835504370538,None,,,,102,0,647.4991836550143,647.9996079443772,647.9829525813984,648.0830169030232,None,1,,647.9829525813984,None,648.0830169030232,None,647.9829525813984,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,0,0,0,,,,,38,0,114,2,,,,,,,,,,,,1,650.3187245940535,None,650.3187245940535,None,,,,102,120,649.5842947301498,650.0847166858475,650.068044112093,650.1681212688709,4,0,0.21675045980737195,650.068044112093,None,650.1681212688709,None,650.068044112093,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,0,0,0,,,,,38,1,115,2,,,,,,,,,,,,0.9,652.5034245066854,None,652.5034245066854,None,,,,102,0,651.3191283179985,651.8195283955902,651.8028482374284,651.9029315200751,None,1,,651.8028482374284,None,651.9029315200751,None,651.8028482374284,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,38,2,116,1,,,,,,,,,,,,1,654.188244457182,None,654.188244457182,None,,,,101,111,653.4042498946219,653.9046353868143,653.8879537701068,653.98803967813,4,1,0.28075529049237957,653.8879537701068,None,653.98803967813,None,653.8879537701068,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,39,0,117,1,,,,,,,,,,,,1,655.9730776803954,None,655.9730776803954,None,,,,101,111,655.1890659070596,655.6894872793418,655.6728068294688,655.7728912789498,4,1,0.27285408617171925,655.6728068294688,None,655.7728912789498,None,655.6728068294688,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,39,1,118,0,,,,,,,,,,,,1,657.7579371573338,None,657.7579371573338,None,,,,101,111,656.9739137156757,657.4743665924289,657.4576575551655,657.5577437548964,4,1,0.283992666460108,657.4576575551655,None,657.5577437548964,None,657.4576575551655,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,0,0,0,,,,,39,2,119,2,,,,,,,,,,,,0.9,659.9431297648698,None,659.9431297648698,None,,,,102,0,658.7587667750377,659.2591913561082,659.2425117813582,659.3425973976737,None,1,,659.2425117813582,None,659.3425973976737,None,659.2425117813582,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,0,0,0,,,,,40,0,120,2,,,,,,,,,,,,0.9,662.0282355892596,None,662.0282355892596,None,,,,102,0,660.8438775584618,661.3442998058672,661.3276187725824,661.4277029303521,None,1,,661.3276187725824,None,661.4277029303521,None,661.3276187725824,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,40,1,121,1,,,,,,,,,,,,1,663.8297743492367,None,663.8297743492367,None,,,,101,111,662.9289857165168,663.4294062136723,663.4127278057567,663.5128119635301,4,1,0.390779108452989,663.4127278057567,None,663.5128119635301,None,663.4127278057567,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,0,0,0,,,,,40,2,122,2,,,,,,,,,,,,0.9,666.0149675401881,None,666.0149675401881,None,,,,102,0,664.8306001747333,665.3310256309269,665.3143448893497,665.4144299222462,None,1,,665.3143448893497,None,665.4144299222462,None,665.3143448893497,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,41,0,123,0,,,,,,,,,,,,1,667.7001842136342,None,667.7001842136342,None,,,,101,111,666.9157100830344,667.4161340806895,667.3994539225241,667.4995374968821,4,1,0.25899124438365106,667.3994539225241,None,667.4995374968821,None,667.3994539225241,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,41,1,124,1,,,,,,,,,,,,1,669.5851015946209,None,669.5851015946209,None,,,,101,111,668.7005596419003,669.2009859732207,669.1843052316399,669.2843914313671,4,1,0.36607347834069515,669.1843052316399,None,669.2843914313671,None,669.1843052316399,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,0,0,0,,,,,41,2,125,2,,,,,,,,,,,,0.9,671.7698621825293,None,671.7698621825293,None,,,,102,0,670.5855029849045,671.0859307747633,671.0692441990213,671.1693298153332,None,1,,671.0692441990213,None,671.1693298153332,None,671.0692441990213,None,False,None,None,None,None,None,672.7039796271092,None,space,13.14111697930639,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,0,0,0,,,,,42,0,126,2,,,,,,,,,,,,0.9,689.0178755777633,None,689.0178755777633,None,,,,102,0,687.816834763431,688.3172549688825,688.3172549688825,688.4173397100712,None,1,,688.3172549688825,None,688.4006773461006,689.0011700409996,688.3172549688825,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,42,1,127,0,,,,,,,,,,,,1,690.6864129681744,None,690.6864129681744,None,,,,101,111,689.9186230796513,690.4190429933915,690.4023625435184,690.5024478681262,4,1,0.24556800662685419,690.4023625435184,None,690.5024478681262,None,690.4023625435184,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,42,2,128,0,,,,,,,,,,,,1,692.5713466848101,None,692.5713466848101,None,,,,101,111,691.6868108579583,692.1872153111726,692.1705348612995,692.2706190190729,4,1,0.3553520405694144,692.1705348612995,None,692.2706190190729,None,692.1705348612995,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,43,0,129,1,,,,,,,,,,,,1,694.3724312553531,None,694.3724312553531,None,,,,101,111,693.571727363822,694.0721536951387,694.0554717867271,694.1555576947503,4,1,0.2883732462905755,694.0554717867271,None,694.1555576947503,None,694.0554717867271,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,43,1,130,0,,,,,,,,,,,,1,696.1577361704876,None,696.1577361704876,None,,,,101,111,695.3732632067185,695.8736874960814,695.8570125886617,695.9570917873971,4,1,0.25979548348186654,695.8570125886617,None,695.9570917873971,None,695.8570125886617,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,0,0,0,,,,,43,2,131,2,,,,,,,,,,,,0.9,698.3424608783062,None,698.3424608783062,None,,,,102,0,697.1581159743728,697.6585376383628,697.6418563133666,697.7419430965092,None,1,,697.6418563133666,None,697.7419430965092,None,697.6418563133666,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,44,0,132,1,,,,,,,,,,,,1,700.027732976283,None,700.027732976283,None,,,,101,111,699.2432223821743,699.7436466715371,699.7269650548333,699.8270518379795,4,1,0.2528000326710753,699.7269650548333,None,699.8270518379795,None,699.7269650548333,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,44,1,133,1,,,,,,,,,,,,1,701.7286919665057,None,701.7286919665057,None,,,,101,111,701.0280719410403,701.5284979806529,701.5118175307798,701.611902855384,4,1,0.1898707295767963,701.5118175307798,None,701.611902855384,None,701.5118175307798,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,44,2,134,1,,,,,,,,,,,,1,703.463512135786,None,703.463512135786,None,,,,101,111,702.7295242095825,703.2299464569878,703.2132625066188,703.3133892537662,4,1,0.23237580165005056,703.2132625066188,None,703.3133892537662,None,703.2132625066188,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,45,0,135,0,,,,,,,,,,,,1,705.1987628661482,None,705.1987628661482,None,,,,101,111,704.4643397115287,704.9647561247766,704.9480753831958,705.0481621663421,4,1,0.2175754101772327,704.9480753831958,None,705.0481621663421,None,704.9480753831958,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,45,1,136,0,,,,,,,,,,,,1,706.9664699095847,None,706.9664699095847,None,,,,101,111,706.1991438368641,706.6995675428116,706.6828856344,706.7829721258386,4,1,0.26669729601053405,706.6828856344,None,706.7829721258386,None,706.6828856344,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,0,0,0,,,,,45,2,137,2,,,,,,,,,,,,0.9,709.1516648507859,None,709.1516648507859,None,,,,102,0,707.967313529276,708.4677378186352,708.4510570770581,708.5511418182468,None,1,,708.4510570770581,None,708.5511418182468,None,708.4510570770581,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,46,0,138,1,,,,,,,,,,,,1,710.7363603877966,None,710.7363603877966,None,,,,101,111,710.0524240209925,710.5528462683978,710.5361716526859,710.6362531850864,4,1,0.18132660071205464,710.5361716526859,None,710.6362531850864,None,710.5361716526859,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,0,0,0,,,,,46,1,139,2,,,,,,,,,,,,0.9,712.9215494948367,None,712.9215494948367,None,,,,102,0,711.7371917557466,712.2376134197366,712.2209309279096,712.321018586179,None,1,,712.2209309279096,None,712.321018586179,None,712.2209309279096,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,46,2,140,1,,,,,,,,,,,,1,714.6067518745913,None,714.6067518745913,None,,,,101,111,713.8223124572469,714.3227215777915,714.3060399610877,714.4061255773995,4,1,0.2634001198930491,714.3060399610877,None,714.4061255773995,None,714.3060399610877,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,0,0,0,,,,,47,0,141,2,,,,,,,,,,,,1,716.324898303279,None,716.324898303279,None,,,,102,120,715.6071512229137,716.1075746371534,716.0909207327131,716.1909765948039,4,0,0.1914894175606605,716.0909207327131,None,716.1909765948039,None,716.0909207327131,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,0,0,0,,,,,47,1,142,2,,,,,,,,,,,,0.9,718.5096457643267,None,718.5096457643267,None,,,,102,0,717.3252792739986,717.8257032716538,717.8090213632386,717.909106104431,None,1,,717.8090213632386,None,717.909106104431,None,717.8090213632386,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,47,2,143,1,,,,,,,,,,,,1,720.1276709883205,None,720.1276709883205,None,,,,101,111,719.410388890592,719.9108108462897,719.8941283544591,719.9942183463936,4,1,0.2131650761293713,719.8941283544591,None,719.9942183463936,None,719.8941283544591,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,0,0,0,,,,,48,0,144,2,,,,,,,,,,,,0.9,722.3128822651706,None,722.3128822651706,None,,,,102,0,721.1285175250923,721.62893948079,721.6122590309169,721.7123461057708,None,1,,721.6122590309169,None,721.7123461057708,None,721.6122590309169,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
